season,week,home_team_x,home_points,away_team_x,away_points,spread,margin,PREDICTION
2015,1,UCF,14.0,Florida International,15.0,-17.0,1.0,-7.663890681776556
2015,1,South Carolina,17.0,North Carolina,13.0,-3.5,-4.0,-5.115234375
2015,1,Central Michigan,13.0,Oklahoma State,24.0,20.5,11.0,14.280481139734537
2015,1,Vanderbilt,12.0,Western Kentucky,14.0,-17.5,2.0,-6.119887511355311
2015,1,Utah,24.0,Michigan,17.0,-3.0,-7.0,-6.375
2015,1,Minnesota,17.0,TCU,23.0,16.0,6.0,9.50629001672165
2015,1,Idaho,28.0,Ohio,45.0,7.0,17.0,3.0798942236584415
2015,1,Tulane,7.0,Duke,37.0,13.5,30.0,23.97746999503224
2015,1,Arizona,42.0,UT San Antonio,32.0,-30.5,-10.0,-20.597316124633693
2015,1,Hawai'i,28.0,Colorado,20.0,-2.5,-8.0,-4.241157107284794
2015,1,Georgia State,20.0,Charlotte,23.0,-4.0,3.0,-3.857421875
2015,1,Western Michigan,24.0,Michigan State,37.0,23.5,13.0,22.743525636753894
2015,1,SMU,21.0,Baylor,56.0,20.0,35.0,16.375246295197165
2015,1,Boise State,16.0,Washington,13.0,-11.0,-3.0,-9.705078125
2015,1,Georgia,51.0,Louisiana Monroe,14.0,-31.0,-37.0,-27.575316294963372
2015,1,Northwestern,16.0,Stanford,6.0,10.0,-10.0,17.542722954634034
2015,1,Tulsa,47.0,Florida Atlantic,44.0,-21.0,-3.0,-12.629597033974353
2015,1,Eastern Michigan,34.0,Old Dominion,38.0,-7.0,4.0,-0.8222095226190441
2015,1,Arkansas,48.0,UTEP,13.0,-35.0,-35.0,-33.91527224972528
2015,1,UCLA,34.0,Virginia,16.0,-14.5,-18.0,-16.529296875
2015,1,Temple,27.0,Penn State,10.0,14.0,-17.0,-6.880705502980669
2015,1,Auburn,31.0,Louisville,24.0,-10.5,-7.0,-8.595703125
2015,1,Nebraska,28.0,BYU,33.0,-7.5,5.0,-2.41796875
2015,1,Tennessee,59.0,Bowling Green,30.0,-17.0,-29.0,-26.0700845793956
2015,1,NC State,49.0,Troy,21.0,-23.0,-28.0,-25.6755533293956
2015,1,Texas A&M,38.0,Arizona State,17.0,-3.0,-21.0,-12.599609375
2015,1,Oklahoma,41.0,Akron,3.0,-38.0,-38.0,-38.59123234010984
2015,1,Northern Illinois,38.0,UNLV,30.0,-16.0,-8.0,-8.970071954487178
2015,1,Notre Dame,38.0,Texas,3.0,-9.0,-35.0,-25.58984375
2015,1,West Virginia,44.0,Georgia Southern,0.0,-38.0,-44.0,-34.011897590384606
2015,1,Florida,61.0,New Mexico State,13.0,-38.0,-48.0,-41.48469413379106
2015,1,Alabama,35.0,Wisconsin,17.0,-10.0,-18.0,-18.515625
2015,1,Florida State,59.0,Texas State,16.0,-37.0,-43.0,-39.86317255631868
2015,1,Southern Mississippi,16.0,Mississippi State,34.0,13.0,18.0,15.067590514734537
2015,1,USC,55.0,Arkansas State,6.0,-27.0,-49.0,-31.469230418772913
2015,1,Marshall,41.0,Purdue,31.0,2.5,-10.0,-6.487143196854381
2015,1,Virginia Tech,24.0,Ohio State,42.0,14.0,18.0,15.504598424171393
2015,2,Western Kentucky,41.0,Louisiana Tech,38.0,-3.0,-3.0,-2.181640625
2015,2,Florida Atlantic,20.0,Miami,44.0,16.5,24.0,15.779127765728093
2015,2,Utah,24.0,Utah State,14.0,-11.0,-10.0,-6.948080696854381
2015,2,Florida State,34.0,South Florida,14.0,-29.0,-20.0,-29.242545180769227
2015,2,Wisconsin,58.0,Miami (OH),0.0,-33.0,-58.0,-42.7015576444137
2015,2,Connecticut,22.0,Army,17.0,-6.5,-5.0,-7.936237658974357
2015,2,Penn State,27.0,Buffalo,14.0,-16.5,-13.0,-16.432215693131866
2015,2,Michigan,35.0,Oregon State,7.0,-14.0,-28.0,-15.133559386355312
2015,2,Maryland,27.0,Bowling Green,48.0,-10.0,21.0,8.958696840934067
2015,2,UT San Antonio,3.0,Kansas State,30.0,22.5,27.0,27.071496764734547
2015,2,Louisville,31.0,Houston,34.0,-12.5,3.0,-0.3984375
2015,2,Clemson,41.0,Appalachian State,10.0,-21.0,-31.0,-19.573128227197802
2015,2,Syracuse,30.0,Wake Forest,17.0,-5.5,-13.0,-6.159125857284794
2015,2,Colorado,48.0,UMass,14.0,-16.0,-34.0,-26.826171875
2015,2,Texas Tech,69.0,UTEP,20.0,-16.5,-49.0,-19.657112602197795
2015,2,Georgia Tech,65.0,Tulane,10.0,-26.0,-55.0,-36.37532264487172
2015,2,Rutgers,34.0,Washington State,37.0,-5.5,3.0,-5.115234375
2015,2,Ole Miss,73.0,Fresno State,21.0,-23.0,-52.0,-38.13496904294861
2015,2,Vanderbilt,14.0,Georgia,31.0,17.0,17.0,18.071496764734537
2015,2,Virginia,27.0,Notre Dame,34.0,11.5,7.0,10.933424640728093
2015,2,Ohio State,38.0,Hawai'i,0.0,-38.0,-38.0,-38.39161034020146
2015,2,Colorado State,20.0,Minnesota,23.0,5.0,3.0,4.154296875
2015,2,Wyoming,29.0,Eastern Michigan,48.0,-11.0,19.0,4.744140625
2015,2,Arkansas,12.0,Toledo,16.0,-21.0,4.0,-21.762753170421245
2015,2,Alabama,37.0,Middle Tennessee,10.0,-34.0,-27.0,-34.045728374816846
2015,2,Iowa State,17.0,Iowa,31.0,4.0,14.0,9.032628056868132
2015,2,California,35.0,San Diego State,7.0,-9.0,-28.0,-20.95772203397436
2015,2,Akron,7.0,Pittsburgh,24.0,11.5,17.0,14.699326410430412
2015,2,Georgia Southern,43.0,Western Michigan,17.0,4.5,-26.0,-1.3542230364239685
2015,2,Tennessee,24.0,Oklahoma,31.0,3.0,7.0,3.9083107854304124
2015,2,Arkansas State,20.0,Missouri,27.0,13.0,7.0,10.392685785430412
2015,2,Florida,31.0,East Carolina,24.0,-13.0,-7.0,-13.256606261355312
2015,2,Ohio,21.0,Marshall,10.0,4.0,-11.0,2.4901114773170128
2015,2,Nevada,20.0,Arizona,44.0,10.5,24.0,17.772130337582478
2015,2,Texas A&M,56.0,Ball State,23.0,-26.0,-33.0,-28.630515738553115
2015,2,Kansas,23.0,Memphis,55.0,10.5,32.0,22.68829983460182
2015,2,South Carolina,22.0,Kentucky,26.0,-7.5,4.0,-0.248046875
2015,2,New Mexico,21.0,Tulsa,40.0,-3.0,19.0,13.091796875
2015,2,Indiana,36.0,Florida International,22.0,-7.5,-14.0,-7.2734375
2015,2,Texas,42.0,Rice,28.0,-16.0,-14.0,-16.888671875
2015,2,USC,59.0,Idaho,9.0,-43.5,-50.0,-43.71103573534773
2015,2,Nebraska,48.0,South Alabama,9.0,-27.0,-39.0,-26.518738794505495
2015,2,New Mexico State,32.0,Georgia State,34.0,-4.0,2.0,-1.6953125
2015,2,Cincinnati,26.0,Temple,34.0,-6.5,8.0,0.34765625
2015,2,Mississippi State,19.0,LSU,21.0,3.0,2.0,-0.7939529311262861
2015,2,BYU,35.0,Boise State,24.0,1.5,-11.0,-5.19140625
2015,2,Air Force,37.0,San José State,16.0,-7.0,-21.0,-13.71484375
2015,2,UNLV,3.0,UCLA,37.0,28.0,34.0,32.25735138377326
2015,2,Stanford,31.0,UCF,7.0,-16.0,-24.0,-21.418715636355312
2015,3,Boston College,0.0,Florida State,14.0,10.5,14.0,0.6852701052976823
2015,3,Arizona State,34.0,New Mexico,10.0,-24.0,-24.0,-25.07370329532967
2015,3,Michigan State,35.0,Air Force,21.0,-27.5,-14.0,-20.456116056501827
2015,3,Oklahoma,52.0,Tulsa,38.0,-33.0,-14.0,-35.252945487362624
2015,3,Maryland,35.0,South Florida,17.0,-7.5,-18.0,-12.552734375
2015,3,Michigan,28.0,UNLV,7.0,-34.0,-21.0,-28.204972942399273
2015,3,Texas A&M,44.0,Nevada,27.0,-25.0,-17.0,-21.15562234056776
2015,3,Missouri,9.0,Connecticut,6.0,-24.0,-3.0,-12.766375397435882
2015,3,Minnesota,10.0,Kent State,7.0,-23.0,-3.0,-11.04262511355311
2015,3,North Carolina,48.0,Illinois,14.0,-7.0,-34.0,-22.24609375
2015,3,Army,14.0,Wake Forest,17.0,2.0,3.0,1.345703125
2015,3,Syracuse,30.0,Central Michigan,27.0,-6.0,-3.0,-3.9713028759935565
2015,3,Duke,10.0,Northwestern,19.0,-2.5,9.0,2.928764767715206
2015,3,Oregon,61.0,Georgia State,28.0,-48.5,-33.0,-37.44377666923074
2015,3,North Texas,24.0,Rice,38.0,6.0,14.0,-2.792430447847938
2015,3,Eastern Michigan,17.0,Ball State,28.0,6.0,11.0,6.865693727289377
2015,3,UMass,23.0,Temple,25.0,9.0,2.0,5.786232854304124
2015,3,Kansas State,39.0,Louisiana Tech,33.0,-11.0,-6.0,-6.557455696854381
2015,3,Bowling Green,41.0,Memphis,44.0,4.0,3.0,5.968519441886599
2015,3,Notre Dame,30.0,Georgia Tech,22.0,-2.0,-8.0,-4.0703125
2015,3,LSU,45.0,Auburn,21.0,-6.5,-24.0,-15.318359375
2015,3,Miami,36.0,Nebraska,33.0,-4.5,-3.0,-1.556640625
2015,3,Purdue,24.0,Virginia Tech,51.0,5.5,27.0,19.68608517715207
2015,3,Miami (OH),33.0,Cincinnati,37.0,19.0,4.0,22.173320797184303
2015,3,Navy,45.0,East Carolina,21.0,-1.5,-24.0,-15.25
2015,3,Ohio State,20.0,Northern Illinois,13.0,-31.5,-7.0,-17.391091374450518
2015,3,Wisconsin,28.0,Troy,3.0,-35.0,-25.0,-41.498124043864365
2015,3,Oklahoma State,69.0,UT San Antonio,14.0,-24.5,-55.0,-24.555150363369957
2015,3,Indiana,38.0,Western Kentucky,35.0,-3.0,-3.0,-5.384765625
2015,3,Washington,31.0,Utah State,17.0,-3.5,-14.0,-12.234375
2015,3,Georgia,52.0,South Carolina,20.0,-15.5,-32.0,-18.667281477106226
2015,3,Arkansas,24.0,Texas Tech,35.0,-10.5,11.0,-11.326171875
2015,3,Old Dominion,14.0,NC State,38.0,15.0,24.0,16.756259542216497
2015,3,Middle Tennessee,73.0,Charlotte,14.0,-19.5,-59.0,-14.29176251135531
2015,3,Texas State,50.0,Southern Mississippi,56.0,-2.0,6.0,2.829155392715206
2015,3,Colorado State,24.0,Colorado,27.0,-1.0,3.0,-0.0078125
2015,3,Texas,44.0,California,45.0,2.5,1.0,-2.4246907271977998
2015,3,Kentucky,9.0,Florida,14.0,4.5,5.0,2.822265625
2015,3,USC,31.0,Stanford,41.0,-8.0,10.0,-0.6834860895695873
2015,3,New Mexico State,47.0,UTEP,50.0,4.0,3.0,2.8379982854304124
2015,3,Toledo,30.0,Iowa State,23.0,-6.5,-7.0,-7.873046875
2015,3,San Diego State,27.0,South Alabama,34.0,-15.5,7.0,-4.233915647710623
2015,3,Iowa,27.0,Pittsburgh,24.0,-3.0,-3.0,-8.37890625
2015,3,Oregon State,35.0,San José State,21.0,-8.0,-14.0,-11.189453125
2015,3,Penn State,28.0,Rutgers,3.0,-7.0,-25.0,-5.33984375
2015,3,TCU,56.0,SMU,37.0,-38.0,-19.0,-27.10128198809525
2015,3,Washington State,31.0,Wyoming,14.0,-24.0,-17.0,-16.025965693131866
2015,3,Alabama,37.0,Ole Miss,43.0,-8.5,6.0,-4.485190071854381
2015,3,UCLA,24.0,BYU,23.0,-14.5,-1.0,-16.31807989634614
2015,3,Fresno State,24.0,Utah,45.0,15.5,21.0,16.232575747019332
2015,4,Memphis,53.0,Cincinnati,46.0,-4.5,-7.0,-4.653266482284794
2015,4,Virginia,14.0,Boise State,56.0,4.0,42.0,9.29464510529768
2015,4,Oregon State,24.0,Stanford,42.0,16.5,18.0,15.105576410430412
2015,4,Connecticut,18.0,Navy,28.0,8.0,10.0,9.834891870032218
2015,4,Duke,34.0,Georgia Tech,20.0,10.0,-14.0,10.075941316886599
2015,4,Michigan,31.0,BYU,0.0,-6.0,-31.0,-20.5234375
2015,4,Rutgers,27.0,Kansas,14.0,-13.0,-13.0,-18.71484375
2015,4,Nebraska,36.0,Southern Mississippi,28.0,-24.5,-8.0,-13.718234545329663
2015,4,South Carolina,31.0,UCF,14.0,-12.5,-17.0,-16.353515625
2015,4,Purdue,28.0,Bowling Green,35.0,-1.5,7.0,5.912109375
2015,4,Syracuse,24.0,LSU,34.0,24.0,10.0,13.731929784436856
2015,4,Michigan State,30.0,Central Michigan,10.0,-28.5,-20.0,-22.68675662472527
2015,4,Wake Forest,24.0,Indiana,31.0,3.5,7.0,1.9649514104304124
2015,4,Boston College,17.0,Northern Illinois,14.0,-4.5,-3.0,-3.970703125
2015,4,Louisiana Tech,27.0,Florida International,17.0,-14.0,-10.0,-20.857421875
2015,4,West Virginia,45.0,Maryland,6.0,-16.5,-39.0,-29.19393444313187
2015,4,Baylor,70.0,Rice,17.0,-33.0,-53.0,-29.55182269258242
2015,4,Wyoming,28.0,New Mexico,38.0,2.5,10.0,1.9631521574497444
2015,4,Florida,28.0,Tennessee,27.0,-3.0,-1.0,0.287109375
2015,4,East Carolina,35.0,Virginia Tech,28.0,6.0,-7.0,-1.5247446624175245
2015,4,Old Dominion,0.0,Appalachian State,49.0,7.0,49.0,27.036225353371737
2015,4,Kent State,29.0,Marshall,36.0,11.0,7.0,11.726608711588918
2015,4,Penn State,37.0,San Diego State,21.0,-12.0,-16.0,-16.228232118640104
2015,4,Western Kentucky,56.0,Miami (OH),14.0,-21.5,-42.0,-18.621037647619044
2015,4,Iowa,62.0,North Texas,16.0,-26.5,-46.0,-38.75833497683149
2015,4,Notre Dame,62.0,UMass,27.0,-28.5,-35.0,-34.52914261217946
2015,4,Ohio State,38.0,Western Michigan,12.0,-27.0,-26.0,-27.544473055952384
2015,4,Minnesota,27.0,Ohio,24.0,-13.0,-3.0,-10.699565897527462
2015,4,Texas,27.0,Oklahoma State,30.0,5.0,3.0,2.03515625
2015,4,Illinois,27.0,Middle Tennessee,25.0,-7.0,-2.0,-6.177734375
2015,4,Alabama,34.0,Louisiana Monroe,0.0,-39.0,-34.0,-35.717838317582405
2015,4,Texas Tech,52.0,TCU,55.0,9.5,3.0,3.382105088576031
2015,4,Washington,24.0,California,30.0,2.0,6.0,3.807671017715206
2015,4,Eastern Michigan,36.0,Army,58.0,2.0,22.0,-1.9132160086263523
2015,4,Arkansas,21.0,Texas A&M,28.0,3.5,7.0,9.989357854304124
2015,4,Ole Miss,27.0,Vanderbilt,16.0,-28.0,-11.0,-17.848922102106226
2015,4,Toledo,37.0,Arkansas State,7.0,-10.0,-30.0,-20.0370137976877
2015,4,Charlotte,7.0,Florida Atlantic,17.0,9.5,10.0,9.14691501672165
2015,4,UT San Antonio,31.0,Colorado State,33.0,9.5,2.0,4.235196808511958
2015,4,Auburn,9.0,Mississippi State,17.0,-3.5,8.0,-3.587890625
2015,4,Kentucky,21.0,Missouri,13.0,-2.5,-8.0,4.765625
2015,4,Wisconsin,28.0,Hawai'i,0.0,-28.0,-28.0,-26.49983169285715
2015,4,Arizona,30.0,UCLA,56.0,4.5,26.0,18.473901963576033
2015,4,Northwestern,24.0,Ball State,19.0,-18.0,-5.0,-9.701575124908421
2015,4,Houston,59.0,Texas State,14.0,-16.5,-45.0,-35.82852824990842
2015,4,South Alabama,13.0,NC State,63.0,16.5,50.0,16.478285066886603
2015,4,Oregon,20.0,Utah,62.0,-14.0,42.0,12.644815756022277
2015,4,Idaho,20.0,Georgia Southern,44.0,17.0,24.0,22.501030392715208
2015,4,San José State,49.0,Fresno State,23.0,-4.0,-26.0,-15.138671875
2015,4,Arizona State,14.0,USC,42.0,6.0,28.0,21.68076410430414
2015,5,Cincinnati,34.0,Miami,23.0,5.0,-11.0,0.3970226771520633
2015,5,Charlotte,3.0,Temple,37.0,23.5,34.0,28.748585177152073
2015,5,South Florida,17.0,Memphis,24.0,10.5,7.0,11.014640818873712
2015,5,BYU,30.0,Connecticut,13.0,-3.5,-17.0,-11.107421875
2015,5,Michigan State,24.0,Purdue,21.0,-24.5,-3.0,-9.690431443040287
2015,5,TCU,50.0,Texas,7.0,-18.5,-43.0,-33.73902813635531
2015,5,Missouri,24.0,South Carolina,10.0,-3.5,-14.0,-10.77734375
2015,5,Maryland,0.0,Michigan,28.0,12.0,28.0,22.142086034436865
2015,5,Tulsa,24.0,Houston,38.0,9.5,14.0,16.918999142715208
2015,5,Tulane,45.0,UCF,31.0,3.0,-14.0,-5.8839043415567
2015,5,Wisconsin,6.0,Iowa,10.0,-8.0,4.0,-0.11328125
2015,5,Northwestern,27.0,Minnesota,0.0,-6.5,-27.0,-22.341796875
2015,5,Oklahoma,44.0,West Virginia,24.0,-7.5,-20.0,-13.416938357284794
2015,5,Virginia Tech,13.0,Pittsburgh,17.0,-4.5,4.0,1.1875
2015,5,Penn State,20.0,Army,14.0,7.5,-6.0,-3.807348036423969
2015,5,Iowa State,38.0,Kansas,13.0,-14.5,-25.0,-23.974609375
2015,5,NC State,13.0,Louisville,20.0,-5.0,7.0,6.015625
2015,5,Akron,12.0,Ohio,14.0,4.0,2.0,5.681640625
2015,5,Central Michigan,29.0,Northern Illinois,19.0,2.5,-10.0,-7.530219607284794
2015,5,Ball State,10.0,Toledo,24.0,9.5,14.0,12.982191316886599
2015,5,Indiana,27.0,Ohio State,34.0,17.5,7.0,14.344749918210056
2015,5,Rice,10.0,Western Kentucky,49.0,5.0,39.0,24.14136438542287
2015,5,Georgia Tech,31.0,North Carolina,38.0,-10.5,7.0,-7.8828125
2015,5,Marshall,27.0,Old Dominion,7.0,-18.0,-20.0,-23.76631578397436
2015,5,Kent State,20.0,Miami (OH),14.0,-10.5,-6.0,-9.984375
2015,5,Buffalo,22.0,Bowling Green,28.0,6.5,6.0,4.3177596240064435
2015,5,Duke,9.0,Boston College,7.0,-7.0,-2.0,-3.8054343863553113
2015,5,Wake Forest,16.0,Florida State,24.0,18.0,8.0,14.164477904469074
2015,5,Appalachian State,31.0,Wyoming,13.0,-17.5,-18.0,-9.7957844771978
2015,5,Navy,33.0,Air Force,11.0,-6.0,-22.0,-7.642865659065934
2015,5,Baylor,63.0,Texas Tech,35.0,-15.5,-28.0,-22.38040405041666
2015,5,California,34.0,Washington State,28.0,-13.5,-6.0,-8.90309063635531
2015,5,SMU,23.0,East Carolina,49.0,6.5,26.0,1.6680764104304124
2015,5,Oklahoma State,36.0,Kansas State,34.0,-3.5,-2.0,-1.298828125
2015,5,Auburn,35.0,San José State,21.0,-20.5,-14.0,-20.776884397710624
2015,5,Illinois,14.0,Nebraska,13.0,7.5,-1.0,4.440591178145619
2015,5,Utah State,33.0,Colorado State,18.0,-7.0,-15.0,-7.469037534065934
2015,5,Arkansas State,49.0,Idaho,35.0,-20.5,-14.0,-15.052562556776554
2015,5,Southern Mississippi,49.0,North Texas,14.0,-13.5,-35.0,-20.0703125
2015,5,Louisiana Monroe,31.0,Georgia Southern,51.0,6.0,20.0,17.57401016579675
2015,5,Tennessee,20.0,Arkansas,24.0,-7.5,4.0,-9.94605938635531
2015,5,Troy,18.0,South Alabama,24.0,-3.0,6.0,-2.677734375
2015,5,Florida,38.0,Ole Miss,10.0,6.5,-28.0,2.2590582135760315
2015,5,LSU,44.0,Eastern Michigan,22.0,-45.0,-22.0,-30.589458055494514
2015,5,Nevada,17.0,UNLV,23.0,-11.5,6.0,-2.4480125113553113
2015,5,Middle Tennessee,13.0,Vanderbilt,17.0,-4.5,4.0,1.1171875
2015,5,UCLA,23.0,Arizona State,38.0,-13.0,15.0,-18.009550304139175
2015,5,Texas A&M,30.0,Mississippi State,17.0,-6.0,-13.0,-11.640625
2015,5,New Mexico,38.0,New Mexico State,29.0,-14.0,-9.0,-12.37890625
2015,5,UTEP,6.0,UT San Antonio,25.0,2.0,19.0,0.8431502490064441
2015,5,Boise State,55.0,Hawai'i,0.0,-23.5,-55.0,-38.29490088342477
2015,5,San Diego State,21.0,Fresno State,7.0,-9.5,-14.0,-11.5859375
2015,5,Stanford,55.0,Arizona,17.0,-14.0,-38.0,-26.26675631648804
2015,5,Colorado,24.0,Oregon,41.0,12.0,17.0,14.780050498012887
2015,6,Houston,49.0,SMU,28.0,-21.0,-21.0,-22.9246907271978
2015,6,USC,12.0,Washington,17.0,-17.0,5.0,-3.8052993341116714
2015,6,Marshall,31.0,Southern Mississippi,10.0,-6.5,-21.0,-13.192675613186786
2015,6,Virginia Tech,28.0,NC State,13.0,-2.0,-15.0,-9.421875
2015,6,Western Kentucky,58.0,Middle Tennessee,28.0,-7.5,-30.0,-22.145050215750917
2015,6,Ole Miss,52.0,New Mexico State,3.0,-43.0,-49.0,-42.8472916219778
2015,6,Florida International,52.0,UTEP,12.0,-13.0,-40.0,-32.739028136355316
2015,6,Ohio State,49.0,Maryland,28.0,-28.5,-21.0,-23.949222261080582
2015,6,Kansas,7.0,Baylor,66.0,38.0,59.0,36.98505343641284
2015,6,Texas,24.0,Oklahoma,17.0,13.5,-7.0,-3.747016482284794
2015,6,Iowa,29.0,Illinois,20.0,-10.0,-9.0,-3.91015625
2015,6,Army,3.0,Duke,44.0,11.0,41.0,30.037341432607256
2015,6,Penn State,29.0,Indiana,7.0,-8.0,-22.0,-17.693359375
2015,6,Temple,49.0,Tulane,10.0,-14.5,-39.0,-27.36431567042125
2015,6,Western Michigan,41.0,Central Michigan,39.0,-5.0,-2.0,-2.4140625
2015,6,Pittsburgh,26.0,Virginia,19.0,-10.0,-7.0,-6.4059530203249535
2015,6,Bowling Green,62.0,UMass,38.0,-13.5,-24.0,-7.777171931776556
2015,6,Ohio,34.0,Miami (OH),3.0,-17.5,-31.0,-30.720703125
2015,6,Florida Atlantic,26.0,Rice,27.0,-1.5,1.0,0.615234375
2015,6,Toledo,38.0,Kent State,7.0,-15.5,-31.0,-15.456343977106215
2015,6,Boston College,0.0,Wake Forest,3.0,-9.0,3.0,2.5535521558059204
2015,6,Eastern Michigan,21.0,Akron,47.0,9.0,26.0,3.3547218636446887
2015,6,Clemson,43.0,Georgia Tech,24.0,-7.5,-19.0,-16.541015625
2015,6,Notre Dame,41.0,Navy,24.0,-16.0,-17.0,-18.533962094473424
2015,6,Tennessee,38.0,Georgia,31.0,2.5,-7.0,-2.251953125
2015,6,Purdue,13.0,Minnesota,41.0,2.5,28.0,1.828125
2015,6,Nebraska,21.0,Wisconsin,23.0,-1.0,2.0,3.08984375
2015,6,South Florida,45.0,Syracuse,24.0,-5.0,-21.0,-14.716796875
2015,6,Northern Illinois,59.0,Ball State,41.0,-10.5,-18.0,-15.995642453122693
2015,6,Georgia State,3.0,Appalachian State,37.0,18.0,34.0,27.821773534436865
2015,6,Texas Tech,66.0,Iowa State,31.0,-11.5,-35.0,-25.66480938635531
2015,6,LSU,45.0,South Carolina,24.0,13.0,-21.0,-10.233729037417525
2015,6,Michigan,38.0,Northwestern,0.0,-10.0,-38.0,1.779296875
2015,6,UCF,13.0,Connecticut,40.0,-3.0,27.0,17.45703125
2015,6,Arizona,44.0,Oregon State,7.0,-12.5,-37.0,-13.431310907051186
2015,6,Mississippi State,45.0,Troy,17.0,-31.5,-28.0,-27.441869113369968
2015,6,Tulsa,34.0,Louisiana Monroe,24.0,-7.0,-10.0,-10.122587522710623
2015,6,Oregon,38.0,Washington State,45.0,-20.0,7.0,-0.5745062840659332
2015,6,UT San Antonio,31.0,Louisiana Tech,34.0,11.5,3.0,7.686515818873712
2015,6,Nevada,35.0,New Mexico,17.0,-6.0,-18.0,-2.90625
2015,6,Colorado State,10.0,Boise State,41.0,12.0,31.0,20.812607660430412
2015,6,West Virginia,26.0,Oklahoma State,33.0,-6.0,7.0,1.8439653208608249
2015,6,Alabama,27.0,Arkansas,14.0,-16.0,-13.0,-18.514422272435887
2015,6,BYU,45.0,East Carolina,38.0,-8.5,-7.0,-11.8515625
2015,6,Kansas State,45.0,TCU,52.0,7.0,7.0,7.770930835595362
2015,6,Missouri,3.0,Florida,21.0,3.5,18.0,11.1484375
2015,6,Rutgers,24.0,Michigan State,31.0,17.0,7.0,8.721948838576031
2015,6,Florida State,29.0,Miami,24.0,-9.0,-5.0,-8.974609375
2015,6,Arizona State,48.0,Colorado,23.0,-12.5,-25.0,-18.29762188635531
2015,6,Utah,30.0,California,24.0,-7.0,-6.0,-9.814453125
2015,6,Air Force,31.0,Wyoming,17.0,-21.5,-14.0,-10.688993772710623
2015,6,Fresno State,14.0,Utah State,56.0,10.0,42.0,27.43991574072061
2015,6,Hawai'i,14.0,San Diego State,28.0,2.0,14.0,9.856606803145619
2015,7,South Alabama,31.0,Arkansas State,49.0,6.0,18.0,11.168943556959713
2015,7,Kentucky,27.0,Auburn,30.0,1.0,3.0,4.869248285430412
2015,7,North Texas,28.0,Western Kentucky,55.0,26.5,27.0,25.35919065347554
2015,7,Stanford,56.0,UCLA,35.0,-5.0,-21.0,-17.982421875
2015,7,BYU,38.0,Cincinnati,24.0,-7.0,-14.0,-11.299575011355312
2015,7,Tulane,7.0,Houston,42.0,16.0,35.0,29.583861477317036
2015,7,Utah State,52.0,Boise State,26.0,8.5,-26.0,-10.068036393708763
2015,7,Memphis,37.0,Ole Miss,24.0,10.5,-13.0,2.059655117051551
2015,7,Middle Tennessee,42.0,Florida International,34.0,-7.0,-8.0,-7.920844607284794
2015,7,Mississippi State,45.0,Louisiana Tech,20.0,-15.5,-25.0,-21.727712636263732
2015,7,Baylor,62.0,West Virginia,38.0,-18.0,-24.0,-19.843578181776554
2015,7,Florida State,41.0,Louisville,21.0,-9.0,-20.0,-13.520453982284794
2015,7,Northwestern,10.0,Iowa,40.0,2.5,30.0,18.916015625
2015,7,Wisconsin,24.0,Purdue,7.0,-20.5,-17.0,-18.330078125
2015,7,Kansas,20.0,Texas Tech,30.0,27.0,10.0,18.207969719368577
2015,7,East Carolina,30.0,Tulsa,17.0,-11.0,-13.0,-14.843290647710623
2015,7,Florida Atlantic,17.0,Marshall,33.0,6.5,16.0,11.74457126672165
2015,7,Ohio,14.0,Western Michigan,49.0,-4.0,35.0,22.126030392715208
2015,7,Connecticut,20.0,South Florida,28.0,-1.5,8.0,5.900390625
2015,7,Toledo,63.0,Eastern Michigan,20.0,-28.0,-43.0,-35.745290761263746
2015,7,Georgia Tech,28.0,Pittsburgh,31.0,-3.0,3.0,4.986328125
2015,7,Central Michigan,51.0,Buffalo,14.0,-7.0,-37.0,-13.60760174863552
2015,7,Miami (OH),12.0,Northern Illinois,45.0,15.5,33.0,25.24527867814562
2015,7,Bowling Green,59.0,Akron,10.0,-11.5,-49.0,-25.45211515714285
2015,7,Ball State,19.0,Georgia State,31.0,-16.5,12.0,1.399643738644689
2015,7,Old Dominion,37.0,Charlotte,34.0,-9.5,-3.0,-4.002700011355311
2015,7,Kansas State,0.0,Oklahoma,55.0,4.0,55.0,23.97111952913162
2015,7,Miami,30.0,Virginia Tech,20.0,-7.0,-10.0,-12.76212199990842
2015,7,Troy,16.0,Idaho,19.0,-12.5,3.0,-6.044921875
2015,7,UMass,10.0,Kent State,15.0,-5.0,5.0,-1.265625
2015,7,Texas A&M,23.0,Alabama,41.0,3.0,18.0,13.766763053145619
2015,7,Michigan,23.0,Michigan State,27.0,-7.0,4.0,-5.190268196854381
2015,7,Virginia,44.0,Syracuse,38.0,-8.5,-6.0,-5.614298169400054
2015,7,Indiana,52.0,Rutgers,55.0,-6.5,3.0,2.546875
2015,7,Minnesota,25.0,Nebraska,48.0,1.5,23.0,12.78515625
2015,7,Wyoming,28.0,Nevada,21.0,7.0,-7.0,-0.21082983956958734
2015,7,South Carolina,19.0,Vanderbilt,10.0,-7.0,-9.0,-9.871908821854381
2015,7,Washington State,52.0,Oregon State,31.0,-8.0,-21.0,-5.140367495256294
2015,7,Georgia Southern,56.0,New Mexico State,26.0,-26.0,-30.0,-29.494144136080585
2015,7,Iowa State,21.0,TCU,45.0,18.0,24.0,16.063407495032216
