id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
252440098,2005,1,regular,2005-09-01T23:30:00.000Z,false,false,false,,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,MVFC,fcs,63,7,35,21,0,,,,2706,West Virginia Tech,,,3,0,3,0,0,,,,,,
252442754,2005,1,regular,2005-09-01T23:30:00.000Z,false,false,false,,844,Stambaugh Stadium,2754,Youngstown State,MVFC,fcs,44,7,20,7,10,,,,215,Slippery Rock,,,14,0,7,0,7,,,,,,
252440041,2005,1,regular,2005-09-01T23:30:00.000Z,,false,false,0,3892,Rentschler Field,41,Connecticut,Big East,fbs,38,3,28,0,7,,1597,1658,2084,Buffalo,Mid-American,fbs,0,0,0,0,0,,1228,1167,,,
252442579,2005,1,regular,2005-09-01T23:30:00.000Z,,false,false,0,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,24,14,3,7,0,,1501,1500,2116,UCF,Conference USA,fbs,15,3,0,10,2,,1253,1254,,,
252440055,2005,1,regular,2005-09-02T00:00:00.000Z,false,false,false,,3662,JSU Stadium,55,Jacksonville State,OVC,fcs,35,14,0,7,14,,,,231,Furman,Southern,fcs,37,14,3,7,13,,,,,,
252440282,2005,1,regular,2005-09-02T00:00:00.000Z,false,false,false,,3829,Memorial Stadium,282,Indiana State,MVFC,fcs,13,0,10,3,0,,,,2197,Eastern Illinois,OVC,fcs,24,7,3,14,0,,,,,,
252442433,2005,1,regular,2005-09-02T00:00:00.000Z,false,false,false,21726,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,23,0,23,0,0,,,,2466,Northwestern State,Southland,fcs,27,0,0,14,13,,,,,,
252442449,2005,1,regular,2005-09-02T00:00:00.000Z,false,false,false,,3714,Fargodome,2449,North Dakota State,Great West,fcs,59,14,24,14,7,,,,2028,Arkansas-Monticello,,,7,0,0,0,7,,,,,,
252442617,2005,1,regular,2005-09-02T00:00:00.000Z,false,false,false,,3756,Homer Bryce Stadium,2617,Stephen F. Austin,Southland,fcs,49,0,7,21,21,,,,2271,Henderson State,,,38,14,10,0,14,,,,,,
252442460,2005,1,regular,2005-09-02T00:00:00.000Z,false,false,false,,3967,UNI-Dome,2460,Northern Iowa,MVFC,fcs,52,14,28,3,7,,,,2181,Drake,Pioneer,fcs,17,7,3,0,7,,,,,,
252440304,2005,1,regular,2005-09-02T00:35:00.000Z,false,false,false,,1930,Holt Arena,304,Idaho State,Big Sky,fcs,38,7,21,7,3,,,,253,Southern Utah,Great West,fcs,13,0,7,6,0,,,,,,
252442464,2005,1,regular,2005-09-02T01:00:00.000Z,false,true,false,,,,2464,Northern Arizona,Big Sky,fcs,52,7,0,24,21,,,,2001,Adams State,,,13,6,0,0,7,,,,,,
252440009,2005,1,regular,2005-09-02T02:00:00.000Z,,false,false,0,3947,Sun Devil Stadium,9,Arizona State,Pac-10,fbs,63,14,14,14,21,,1611,1714,218,Temple,FBS Independents,fbs,16,0,2,7,7,,1340,1237,,,
252440265,2005,1,regular,2005-09-02T02:00:00.000Z,,false,false,0,3820,Martin Stadium,265,Washington State,Pac-10,fbs,38,17,0,14,7,,1547,1540,70,Idaho,Western Athletic,fbs,26,6,6,7,7,,1149,1156,,,
252440202,2005,1,regular,2005-09-02T02:15:00.000Z,,false,false,0,,,202,Tulsa,Conference USA,fbs,10,0,3,0,7,,1326,1276,135,Minnesota,Big Ten,fbs,41,17,7,3,14,,1628,1678,,,
252452117,2005,1,regular,2005-09-02T23:30:00.000Z,,false,false,0,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,13,0,3,3,7,,1190,1191,84,Indiana,Big Ten,fbs,20,0,14,0,6,,1374,1373,,,
252450254,2005,1,regular,2005-09-03T00:00:00.000Z,,false,true,0,587,Rice-Eccles Stadium,254,Utah,Mountain West,fbs,27,0,10,17,0,,1827,1822,12,Arizona,Pac-10,fbs,24,0,3,14,7,,1365,1370,,,
252460227,2005,1,regular,2005-09-03T16:00:00.000Z,false,false,false,,3824,Meade Stadium,227,Rhode Island,Atlantic 10,fcs,34,10,2,7,15,,,,2230,Fordham,Patriot,fcs,20,0,10,3,7,,,,,,
252462519,2005,1,regular,2005-09-03T16:00:00.000Z,false,true,false,,3824,Meade Stadium,2519,Rhodes,,,34,0,0,0,0,,,,2230,Fordham,Patriot,fcs,20,0,0,0,0,,,,,,
252460201,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,10,0,0,10,0,,1855,1811,2628,TCU,Mountain West,fbs,17,0,10,0,7,,1502,1546,,,
252462294,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,3793,Kinnick Stadium,2294,Iowa,Big Ten,fbs,56,28,21,0,7,,1706,1812,2050,Ball State,Mid-American,fbs,0,0,0,0,0,,1231,1125,,,
252460077,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,3911,Ryan Field,77,Northwestern,Big Ten,fbs,38,3,28,7,0,,1455,1502,195,Ohio,Mid-American,fbs,14,0,7,0,7,,1339,1292,,,
252462032,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,,,2032,Arkansas State,Sun Belt,fbs,17,0,0,3,14,,1165,1136,142,Missouri,Big 12,fbs,44,13,17,7,7,,1551,1580,,,
252460356,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,3832,Memorial Stadium,356,Illinois,Big Ten,fbs,33,7,0,3,17,,1397,1398,164,Rutgers,Big East,fbs,30,3,17,7,0,,1389,1388,,,
252460275,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,56,0,35,14,7,,1599,1638,189,Bowling Green,Mid-American,fbs,42,13,22,0,7,,1722,1683,,,
252460127,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,3936,Spartan Stadium,127,Michigan State,Big Ten,fbs,49,14,21,7,7,,1623,1709,2309,Kent State,Mid-American,fbs,14,7,7,0,0,,1530,1444,,,
252460194,2005,1,regular,2005-09-03T16:00:00.000Z,,false,false,0,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,34,10,10,14,0,,1719,1753,193,Miami (OH),Mid-American,fbs,14,0,0,0,14,,1597,1563,,,
252462633,2005,1,regular,2005-09-03T16:30:00.000Z,,false,false,0,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,17,10,7,0,0,,1699,1693,5,UAB,Conference USA,fbs,10,0,3,0,7,,1402,1408,,,
252460151,2005,1,regular,2005-09-03T17:00:00.000Z,,false,false,0,3699,Dowdy-Ficklen Stadium,151,East Carolina,Conference USA,fbs,24,14,3,7,0,,1211,1213,150,Duke,ACC,fbs,21,7,7,0,7,,1322,1320,,,
252462598,2005,1,regular,2005-09-03T17:00:00.000Z,false,true,false,,,,2598,St Francis (PA),NEC,fcs,25,6,13,6,0,,,,2413,Morehead State,Pioneer,fcs,26,0,7,6,13,,,,,,
252462681,2005,1,regular,2005-09-03T17:00:00.000Z,false,false,false,,3979,Wagner College Stadium,2681,Wagner,NEC,fcs,41,14,6,7,14,,,,2325,La Salle,Metro Atlantic Athletic,fcs,27,7,0,0,20,,,,,,
252462329,2005,1,regular,2005-09-03T17:00:00.000Z,false,false,false,,3741,Goodman Stadium,2329,Lehigh,Patriot,fcs,54,7,17,10,20,,,,2405,Monmouth,NEC,fcs,26,14,3,0,9,,,,,,
252462184,2005,1,regular,2005-09-03T17:00:00.000Z,false,false,false,,3623,Arthur J. Rooney Athletic Field,2184,Duquesne,Metro Atlantic Athletic,fcs,23,10,3,10,0,,,,2523,Robert Morris,NEC,fcs,12,0,6,0,6,,,,,,
252462142,2005,1,regular,2005-09-03T17:00:00.000Z,false,false,false,,3617,Andy Kerr Stadium,2142,Colgate,Patriot,fcs,22,3,3,6,10,,,,2115,Central Connecticut,NEC,fcs,24,3,12,6,3,,,,,,
252460107,2005,1,regular,2005-09-03T17:00:00.000Z,false,false,false,,3722,Fitton Field,107,Holy Cross,Patriot,fcs,56,14,35,7,0,,,,2529,Sacred Heart,NEC,fcs,21,28,-14,7,0,,,,,,
252462678,2005,1,regular,2005-09-03T17:00:00.000Z,false,false,false,,3597,Alumni Memorial Field,2678,VMI,Big South,fcs,33,6,17,7,3,,,,2166,Davidson,Pioneer,fcs,0,0,0,0,0,,,,,,
252462838,2005,1,regular,2005-09-03T17:00:00.000Z,false,true,false,,,,2838,Tiffin,,,0,0,0,0,0,,,,2168,Dayton,Pioneer,fcs,38,7,17,14,0,,,,,,
252462086,2005,1,regular,2005-09-03T18:00:00.000Z,false,false,false,,3664,Butler Bowl,2086,Butler,Pioneer,fcs,23,0,10,0,13,,,,2790,Albion,,,28,7,0,7,14,,,,,,
252462128,2005,1,regular,2005-09-03T18:00:00.000Z,false,true,false,,,,2128,Charleston (WV),,,27,14,0,13,0,,,,2046,Austin Peay,Pioneer,fcs,19,10,9,0,0,,,,,,
252462306,2005,1,regular,2005-09-03T18:00:00.000Z,,false,false,0,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,fbs,35,6,7,15,7,,1623,1624,2229,Florida International,Sun Belt,fbs,21,0,7,14,0,,1286,1285,,,
252460111,2005,1,regular,2005-09-03T18:00:00.000Z,false,true,false,,,,111,Northeastern,Atlantic 10,fcs,38,14,10,0,14,,,,290,Georgia Southern,Southern,fcs,41,10,7,7,14,,,,,,
252460149,2005,1,regular,2005-09-03T19:00:00.000Z,false,false,false,,3987,Washington-Grizzly Stadium,149,Montana,Big Sky,fcs,55,14,7,27,7,,,,2237,Fort Lewis,,,0,0,0,0,0,,,,,,
252460130,2005,1,regular,2005-09-03T19:30:00.000Z,,false,false,0,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,33,14,13,0,6,,1729,1748,2459,Northern Illinois,Mid-American,fbs,17,3,7,0,7,,1558,1539,,,
252460213,2005,1,regular,2005-09-03T19:30:00.000Z,,false,false,0,3632,Beaver Stadium,213,Penn State,Big Ten,fbs,23,10,7,0,6,,1611,1614,58,South Florida,Big East,fbs,13,0,7,0,6,,1402,1399,,,
252462005,2005,1,regular,2005-09-03T19:30:00.000Z,,false,true,0,,,2005,Air Force,Mountain West,fbs,20,0,3,3,14,,1474,1473,264,Washington,Pac-10,fbs,17,3,0,7,7,,1351,1352,,,
252460038,2005,1,regular,2005-09-03T19:30:00.000Z,,false,false,0,3726,Folsom Field,38,Colorado,Big 12,fbs,31,0,10,0,21,,1533,1533,36,Colorado State,Mountain West,fbs,28,7,7,7,7,,1455,1455,,,
252460252,2005,1,regular,2005-09-03T19:30:00.000Z,,false,false,0,3801,LaVell Edwards Stadium,252,BYU,Mountain West,fbs,3,0,0,3,0,,1483,1455,103,Boston College,ACC,fbs,20,7,3,0,10,,1609,1637,,,
252460025,2005,1,regular,2005-09-03T21:00:00.000Z,false,false,false,65938,3831,California Memorial Stadium,25,California,Pac-10,fbs,41,7,3,17,14,,,,16,Sacramento State,Big Sky,fcs,3,0,3,0,0,,,,,,
252462458,2005,1,regular,2005-09-03T21:07:00.000Z,false,false,false,,3856,Nottingham Field,2458,Northern Colorado,Great West,fcs,52,17,7,14,14,,,,2146,Colorado Mines,,,31,3,7,7,14,,,,,,
252460061,2005,1,regular,2005-09-03T21:30:00.000Z,,false,false,0,3917,Sanford Stadium,61,Georgia,SEC,fbs,48,14,10,21,3,,1770,1878,68,Boise State,Western Athletic,fbs,13,0,0,7,6,,1836,1728,,,
252460204,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,42263,3893,Reser Stadium,204,Oregon State,Pac-10,fbs,41,10,10,14,7,,,,2502,Portland State,Big Sky,fcs,14,0,7,7,0,,,,,,
252460023,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,11878,3935,Spartan Stadium,23,San José State,Western Athletic,fbs,35,7,7,21,0,,,,331,Eastern Washington,Big Sky,fcs,24,14,3,7,0,,,,,,
252460057,2005,1,regular,2005-09-03T22:00:00.000Z,,false,false,0,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,32,7,10,9,6,,1721,1738,2751,Wyoming,Mountain West,fbs,14,0,0,7,7,,1467,1450,,,
252460256,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,,3651,Bridgeforth Stadium,256,James Madison,Atlantic 10,fcs,56,7,28,7,14,,,,209,Lock Haven,,,0,0,0,0,0,,,,,,
252462241,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,,3710,Ernest W. Spangler Stadium,2241,Gardner-Webb,Big South,fcs,65,21,20,10,14,,,,2841,Union College,,,12,0,0,6,6,,,,,,
252462542,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,,3952,Ted Wright Stadium,2542,Savannah State,FCS Independents,fcs,14,0,0,14,0,,,,490,Benedict College,,,31,7,10,7,7,,,,,,
252462210,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,,3894,Rhodes Stadium,2210,Elon,Southern,fcs,10,7,0,0,3,,,,324,Coastal Carolina,Big South,fcs,17,0,10,0,7,,,,,,
252462426,2005,1,regular,2005-09-03T22:00:00.000Z,,false,false,0,,,2426,Navy,FBS Independents,fbs,20,14,0,0,6,,1541,1537,120,Maryland,ACC,fbs,23,3,6,0,14,,1553,1557,,,
252460236,2005,1,regular,2005-09-03T22:00:00.000Z,false,false,false,,3720,Finley Stadium,236,Chattanooga,Southern,fcs,30,3,10,7,3,,,,2635,Tennessee Tech,OVC,fcs,23,0,7,13,3,,,,,,
252462198,2005,1,regular,2005-09-03T22:30:00.000Z,false,false,false,,3908,Roy Kidd Stadium,2198,Eastern Kentucky,OVC,fcs,16,7,0,0,9,,,,2026,Appalachian State,Southern,fcs,24,7,7,7,3,,,,,,
252460258,2005,1,regular,2005-09-03T22:30:00.000Z,,false,false,0,3923,Scott Stadium,258,Virginia,ACC,fbs,31,17,7,0,7,,1718,1705,2711,Western Michigan,Mid-American,fbs,19,3,13,3,0,,1218,1231,,,
252462741,2005,1,regular,2005-09-03T23:00:00.000Z,false,true,false,,,,2741,Wisconsin Lutheran,,,3,0,3,0,0,,,,2674,Valparaiso,Pioneer,fcs,17,0,7,7,3,,,,,,
252462083,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,true,,3676,Christy Mathewson-Memorial Stadium,2083,Bucknell,Patriot,fcs,16,7,6,3,0,,,,46,Georgetown,Patriot,fcs,19,0,0,13,3,,,,,,
252460062,2005,1,regular,2005-09-03T23:00:00.000Z,,false,false,0,3610,Aloha Stadium,62,Hawai'i,Western Athletic,fbs,17,3,0,7,7,,1397,1337,30,USC,Pac-10,fbs,63,7,14,28,14,,1997,2057,,,
252460326,2005,1,regular,2005-09-03T23:00:00.000Z,false,true,false,,3643,Bobcat Stadium,326,Texas State,Southland,fcs,32,15,3,7,7,,,,2170,Delta State,,,25,0,10,15,0,,,,,,
252462368,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,,36,Leonidoff Field,2368,Marist,Metro Atlantic Athletic,fcs,21,0,7,7,7,,,,322,Lafayette,Patriot,fcs,40,10,7,3,20,,,,,,
252460344,2005,1,regular,2005-09-03T23:00:00.000Z,,false,false,41143,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,38,3,14,21,0,,,,93,Murray State,OVC,fcs,6,6,0,0,0,,,,,,
252460158,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,77469,3834,Memorial Stadium,158,Nebraska,Big 12,fbs,25,0,9,6,10,,,,311,Maine,Atlantic 10,fcs,7,0,0,0,7,,,,,,
252460008,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,66424,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,fbs,49,14,14,0,21,,,,2623,Missouri State,MVFC,fcs,17,3,0,14,0,,,,,,
252460197,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,43857,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,fbs,15,8,0,7,0,,,,147,Montana State,Big Sky,fcs,10,3,7,0,0,,,,,,
252460066,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,44058,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,32,2,6,14,10,,,,2287,Illinois State,MVFC,fcs,21,8,0,7,6,,,,,,
252460251,2005,1,regular,2005-09-03T23:00:00.000Z,,false,false,0,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,fbs,60,13,26,14,7,,1867,1969,309,Louisiana,Sun Belt,fbs,3,3,0,0,0,,1337,1235,,,
252460333,2005,1,regular,2005-09-03T23:00:00.000Z,,false,false,0,3657,Bryant Denny Stadium,333,Alabama,SEC,fbs,26,2,7,14,3,,1647,1660,2393,Middle Tennessee,Sun Belt,fbs,7,0,7,0,0,,1325,1312,,,
252462305,2005,1,regular,2005-09-03T23:00:00.000Z,,false,false,0,3833,Memorial Stadium,2305,Kansas,Big 12,fbs,30,9,0,10,11,,1562,1568,2226,Florida Atlantic,Sun Belt,fbs,19,7,0,6,6,,1371,1365,,,
252462643,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,,3782,Johnson Hagood Stadium,2643,The Citadel,Southern,fcs,28,7,0,7,14,,,,2127,Charleston Southern,Big South,fcs,14,0,0,14,0,,,,,,
252462747,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,,3737,Gibbs Stadium,2747,Wofford,Southern,fcs,34,14,13,0,7,,,,2245,Georgetown (KY),,,24,0,14,3,7,,,,,,
252462653,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,18536,3975,Veterans Memorial Stadium,2653,Troy,Sun Belt,fbs,27,17,0,3,7,,,,13,Cal Poly,Great West,fcs,10,0,10,0,0,,,,,,
252462335,2005,1,regular,2005-09-03T23:00:00.000Z,false,false,false,,3992,Williams Stadium,2335,Liberty,Big South,fcs,17,0,0,7,10,,,,2148,Concord,,,6,6,0,0,0,,,,,,
252462692,2005,1,regular,2005-09-03T23:30:00.000Z,false,false,false,,3942,Stewart Stadium,2692,Weber State,Big Sky,fcs,61,14,24,23,0,,,,2714,Western State,,,0,0,0,0,0,,,,,,
252462567,2005,1,regular,2005-09-04T00:00:00.000Z,,false,false,0,3735,Gerald J. Ford Stadium,2567,SMU,Conference USA,fbs,23,7,0,7,9,,1167,1165,239,Baylor,Big 12,fbs,28,3,3,8,14,,1269,1271,,,
252460228,2005,1,regular,2005-09-04T00:00:00.000Z,,false,false,0,3836,Memorial Stadium,228,Clemson,ACC,fbs,25,10,6,3,6,,1631,1630,245,Texas A&M,Big 12,fbs,24,3,7,7,7,,1587,1588,,,
252462571,2005,1,regular,2005-09-04T00:00:00.000Z,false,true,false,,3685,Coughlin-Alumni Stadium,2571,South Dakota State,Great West,fcs,42,13,8,14,7,,,,2740,Wisconsin-La Crosse,,,13,7,0,6,0,,,,,,
252460221,2005,1,regular,2005-09-04T00:00:00.000Z,,false,false,0,3752,Heinz Field,221,Pittsburgh,Big East,fbs,21,10,3,0,8,,1597,1541,87,Notre Dame,FBS Independents,fbs,42,7,28,7,0,,1576,1632,,,
252460002,2005,1,regular,2005-09-04T00:45:00.000Z,,false,false,0,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,14,0,14,0,0,,1833,1798,59,Georgia Tech,ACC,fbs,23,10,7,0,6,,1645,1680,,,
252460302,2005,1,regular,2005-09-04T01:00:00.000Z,false,false,false,,3602,Aggie Stadium,302,UC Davis,Great West,fcs,13,6,0,0,7,,,,160,New Hampshire,Atlantic 10,fcs,17,0,0,0,17,,,,,,
252460301,2005,1,regular,2005-09-04T02:00:00.000Z,false,false,false,,716,Torero Stadium,301,San Diego,Pioneer,fcs,30,0,13,10,7,,,,2049,Azusa Pacific,,,6,0,6,0,0,,,,,,
252460021,2005,1,regular,2005-09-04T02:15:00.000Z,,false,true,0,3932,Qualcomm Stadium,21,San Diego State,Mountain West,fbs,21,6,0,8,7,,1409,1371,26,UCLA,Pac-10,fbs,44,7,17,17,3,,1603,1641,,,
252460166,2005,1,regular,2005-09-04T02:30:00.000Z,,false,false,0,3601,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,fbs,17,0,0,0,17,,1373,1342,2638,UTEP,Conference USA,fbs,34,14,17,0,3,,1473,1504,,,
252470183,2005,1,regular,2005-09-04T17:30:00.000Z,,false,true,0,1964,Carrier Dome,183,Syracuse,Big East,fbs,7,0,7,0,0,,1498,1494,277,West Virginia,Big East,fbs,15,0,7,3,5,,1641,1645,,,
252470096,2005,1,regular,2005-09-04T19:30:00.000Z,,false,false,0,3683,Commonwealth Stadium,96,Kentucky,SEC,fbs,24,7,0,10,7,,1356,1382,97,Louisville,Big East,fbs,31,7,21,0,3,,1920,1894,,,
252470152,2005,1,regular,2005-09-04T23:15:00.000Z,,false,true,0,3670,Carter-Finley Stadium,152,NC State,ACC,fbs,16,7,6,0,3,,1625,1634,259,Virginia Tech,ACC,fbs,20,7,3,3,7,,1877,1868,,,
252480167,2005,1,regular,2005-09-05T17:00:00.000Z,,false,true,0,3971,University Stadium,167,New Mexico,Mountain West,fbs,24,17,0,0,7,,1535,1533,2439,UNLV,Mountain West,fbs,22,0,6,3,13,,1331,1333,,,
252480235,2005,1,regular,2005-09-05T20:30:00.000Z,,false,false,0,3805,Liberty Bowl Memorial Stadium,235,Memphis,Conference USA,fbs,6,3,3,0,0,,1507,1502,145,Ole Miss,SEC,fbs,10,3,0,7,0,,1523,1528,,,
252480052,2005,1,regular,2005-09-06T00:00:00.000Z,,false,true,0,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,fbs,10,10,0,0,0,,1760,1762,2390,Miami,ACC,fbs,7,0,7,0,0,,1835,1833,,,
252512226,2005,2,regular,2005-09-08T23:00:00.000Z,,false,false,0,3948,Hard Rock Stadium,2226,Florida Atlantic,Sun Belt,fbs,3,0,3,0,0,,1365,1341,197,Oklahoma State,Big 12,fbs,23,6,7,7,3,,1613,1637,,,
252512635,2005,2,regular,2005-09-09T00:00:00.000Z,false,false,false,,3962,Tucker Stadium,2635,Tennessee Tech,OVC,fcs,52,7,10,14,21,,,,2321,Lambuth,,,10,0,3,7,0,,,,,,
252512710,2005,2,regular,2005-09-09T00:00:00.000Z,false,false,false,,3746,Hanson Field,2710,Western Illinois,MVFC,fcs,28,21,7,0,0,,,,2458,Northern Colorado,Great West,fcs,23,0,14,3,6,,,,,,
252520195,2005,2,regular,2005-09-10T00:00:00.000Z,,false,false,0,3876,Peden Stadium,195,Ohio,Mid-American,fbs,16,7,3,0,0,,1292,1312,221,Pittsburgh,Big East,fbs,10,7,0,0,3,,1541,1521,,,
252522440,2005,2,regular,2005-09-10T02:00:00.000Z,,false,false,0,3816,Mackay Stadium,2440,Nevada,Western Athletic,fbs,21,0,0,14,7,,1294,1228,265,Washington State,Pac-10,fbs,55,14,13,21,7,,1540,1606,,,
252530276,2005,2,regular,2005-09-10T14:30:00.000Z,,false,false,0,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,fbs,19,10,3,0,6,,1507,1511,2306,Kansas State,Big 12,fbs,21,14,7,0,0,,1624,1620,,,
252532612,2005,2,regular,2005-09-10T15:00:00.000Z,false,true,false,,,,2612,St. Peter's,Metro Atlantic Athletic,fcs,25,0,19,0,6,,,,2598,St Francis (PA),NEC,fcs,22,14,0,8,0,,,,,,
252530150,2005,2,regular,2005-09-10T16:00:00.000Z,,false,true,0,3982,Wallace Wade Stadium,150,Duke,ACC,fbs,0,0,0,0,0,,1320,1257,259,Virginia Tech,ACC,fbs,45,14,7,14,10,,1868,1931,,,
252530275,2005,2,regular,2005-09-10T16:00:00.000Z,,false,false,0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,65,17,34,14,0,,1638,1786,218,Temple,FBS Independents,fbs,0,0,0,0,0,,1237,1089,,,
252530120,2005,2,regular,2005-09-10T16:00:00.000Z,,false,true,0,3665,Maryland Stadium,120,Maryland,ACC,fbs,24,3,7,14,0,,1557,1555,228,Clemson,ACC,fbs,28,7,0,7,14,,1630,1632,,,
252530213,2005,2,regular,2005-09-10T16:00:00.000Z,,false,false,0,3632,Beaver Stadium,213,Penn State,Big Ten,fbs,42,7,7,14,14,,1614,1647,2132,Cincinnati,Big East,fbs,24,0,3,7,14,,1535,1502,,,
252530130,2005,2,regular,2005-09-10T16:00:00.000Z,,false,false,0,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,10,0,3,0,7,,1748,1725,87,Notre Dame,FBS Independents,fbs,17,7,7,0,3,,1632,1655,,,
