id,season,week,neutral_site,home_team_x,home_conference,home_points,home_pregame_elo,away_team_x,away_conference,away_points,away_pregame_elo,spread,margin
400763593.0,2015.0,1.0,False,UCF,American Athletic,14.0,1626.0,Florida International,Conference USA,15.0,1321.0,-17.0,1.0
400603840.0,2015.0,1.0,True,South Carolina,SEC,17.0,1646.0,North Carolina,ACC,13.0,1477.0,-3.5,-4.0
400763399.0,2015.0,1.0,False,Central Michigan,Mid-American,13.0,1417.0,Oklahoma State,Big 12,24.0,1567.0,20.5,11.0
400603839.0,2015.0,1.0,False,Vanderbilt,SEC,12.0,1365.0,Western Kentucky,Conference USA,14.0,1521.0,-17.5,2.0
400756883.0,2015.0,1.0,False,Utah,Pac-12,24.0,1603.0,Michigan,Big Ten,17.0,1553.0,-3.0,-7.0
400763398.0,2015.0,1.0,False,Minnesota,Big Ten,17.0,1633.0,TCU,Big 12,23.0,1963.0,16.0,6.0
400787302.0,2015.0,1.0,False,Idaho,Sun Belt,28.0,1167.0,Ohio,Mid-American,45.0,1321.0,7.0,17.0
400756894.0,2015.0,1.0,False,Tulane,American Athletic,7.0,1311.0,Duke,ACC,37.0,1572.0,13.5,30.0
400756882.0,2015.0,1.0,False,Arizona,Pac-12,42.0,1649.0,UT San Antonio,Conference USA,32.0,1294.0,-30.5,-10.0
400787107.0,2015.0,1.0,False,Hawai'i,Mountain West,28.0,1347.0,Colorado,Pac-12,20.0,1357.0,-2.5,-8.0
400763587.0,2015.0,1.0,False,Georgia State,Sun Belt,20.0,1092.0,Charlotte,Conference USA,23.0,1500.0,-4.0,3.0
400763470.0,2015.0,1.0,False,Western Michigan,Mid-American,24.0,1444.0,Michigan State,Big Ten,37.0,1850.0,23.5,13.0
400764855.0,2015.0,1.0,False,SMU,American Athletic,21.0,1147.0,Baylor,Big 12,56.0,1874.0,20.0,35.0
400756888.0,2015.0,1.0,False,Boise State,Mountain West,16.0,1716.0,Washington,Pac-12,13.0,1625.0,-11.0,-3.0
400603831.0,2015.0,1.0,False,Georgia,SEC,51.0,1856.0,Louisiana Monroe,Sun Belt,14.0,1312.0,-31.0,-37.0
400756891.0,2015.0,1.0,False,Northwestern,Big Ten,16.0,1482.0,Stanford,Pac-12,6.0,1747.0,10.0,-10.0
400763592.0,2015.0,1.0,False,Tulsa,American Athletic,47.0,1285.0,Florida Atlantic,Conference USA,44.0,1311.0,-21.0,-3.0
400763588.0,2015.0,1.0,False,Eastern Michigan,Mid-American,34.0,1027.0,Old Dominion,Conference USA,38.0,1295.0,-7.0,4.0
400603828.0,2015.0,1.0,False,Arkansas,SEC,48.0,1741.0,UTEP,Conference USA,13.0,1359.0,-35.0,-35.0
400756904.0,2015.0,1.0,False,UCLA,Pac-12,34.0,1690.0,Virginia,ACC,16.0,1494.0,-14.5,-18.0
400763497.0,2015.0,1.0,False,Temple,American Athletic,27.0,1489.0,Penn State,Big Ten,10.0,1556.0,14.0,-17.0
400603829.0,2015.0,1.0,True,Auburn,SEC,31.0,1732.0,Louisville,ACC,24.0,1682.0,-10.5,-7.0
400763495.0,2015.0,1.0,False,Nebraska,Big Ten,28.0,1673.0,BYU,FBS Independents,33.0,1569.0,-7.5,5.0
400834350.0,2015.0,1.0,True,Tennessee,SEC,59.0,1613.0,Bowling Green,Mid-American,30.0,1379.0,-17.0,-29.0
400756901.0,2015.0,1.0,False,NC State,ACC,49.0,1543.0,Troy,Sun Belt,21.0,1210.0,-23.0,-28.0
400603838.0,2015.0,1.0,True,Texas A&M,SEC,38.0,1628.0,Arizona State,Pac-12,17.0,1683.0,-3.0,-21.0
400763404.0,2015.0,1.0,False,Oklahoma,Big 12,41.0,1664.0,Akron,Mid-American,3.0,1314.0,-38.0,-38.0
400787115.0,2015.0,1.0,False,Northern Illinois,Mid-American,38.0,1513.0,UNLV,Mountain West,30.0,1233.0,-16.0,-8.0
400763403.0,2015.0,1.0,False,Notre Dame,FBS Independents,38.0,1595.0,Texas,Big 12,3.0,1564.0,-9.0,-35.0
400763407.0,2015.0,1.0,False,West Virginia,Big 12,44.0,1590.0,Georgia Southern,Sun Belt,0.0,1491.0,-38.0,-44.0
400603830.0,2015.0,1.0,False,Florida,SEC,61.0,1661.0,New Mexico State,Sun Belt,13.0,1100.0,-38.0,-48.0
400603827.0,2015.0,1.0,True,Alabama,SEC,35.0,1920.0,Wisconsin,Big Ten,17.0,1731.0,-10.0,-18.0
400756899.0,2015.0,1.0,False,Florida State,ACC,59.0,1779.0,Texas State,Sun Belt,16.0,1379.0,-37.0,-43.0
400603836.0,2015.0,1.0,False,Southern Mississippi,Conference USA,16.0,1177.0,Mississippi State,SEC,34.0,1759.0,13.0,18.0
400756884.0,2015.0,1.0,False,USC,Pac-12,55.0,1747.0,Arkansas State,Sun Belt,6.0,1473.0,-27.0,-49.0
400763498.0,2015.0,1.0,False,Marshall,Conference USA,41.0,1749.0,Purdue,Big Ten,31.0,1350.0,2.5,-10.0
400756905.0,2015.0,1.0,False,Virginia Tech,ACC,24.0,1574.0,Ohio State,Big Ten,42.0,2033.0,14.0,18.0
400763599.0,2015.0,2.0,False,Western Kentucky,Conference USA,41.0,1515.0,Louisiana Tech,Conference USA,38.0,1701.0,-3.0,-3.0
400756912.0,2015.0,2.0,False,Florida Atlantic,Conference USA,20.0,1310.0,Miami,ACC,44.0,1589.0,16.5,24.0
400787981.0,2015.0,2.0,False,Utah,Pac-12,24.0,1610.0,Utah State,Mountain West,14.0,1572.0,-11.0,-10.0
400792601.0,2015.0,2.0,False,Florida State,ACC,34.0,1852.0,South Florida,American Athletic,14.0,1336.0,-29.0,-20.0
400763508.0,2015.0,2.0,False,Wisconsin,Big Ten,58.0,1702.0,Miami (OH),Mid-American,0.0,1217.0,-33.0,-58.0
400760492.0,2015.0,2.0,False,Connecticut,American Athletic,22.0,1259.0,Army,FBS Independents,17.0,1290.0,-6.5,-5.0
400763506.0,2015.0,2.0,False,Penn State,Big Ten,27.0,1512.0,Buffalo,Mid-American,14.0,1402.0,-16.5,-13.0
400757019.0,2015.0,2.0,False,Michigan,Big Ten,35.0,1546.0,Oregon State,Pac-12,7.0,1459.0,-14.0,-28.0
400763502.0,2015.0,2.0,False,Maryland,Big Ten,27.0,1495.0,Bowling Green,Mid-American,48.0,1322.0,-10.0,21.0
400763414.0,2015.0,2.0,False,UT San Antonio,Conference USA,3.0,1301.0,Kansas State,Big 12,30.0,1749.0,22.5,27.0
400756911.0,2015.0,2.0,False,Louisville,ACC,31.0,1670.0,Houston,American Athletic,34.0,1563.0,-12.5,3.0
400756907.0,2015.0,2.0,False,Clemson,ACC,41.0,1768.0,Appalachian State,Sun Belt,10.0,1483.0,-21.0,-31.0
400756916.0,2015.0,2.0,False,Syracuse,ACC,30.0,1427.0,Wake Forest,ACC,17.0,1325.0,-5.5,-13.0
400757016.0,2015.0,2.0,False,Colorado,Pac-12,48.0,1344.0,UMass,Mid-American,14.0,1240.0,-16.0,-34.0
400763415.0,2015.0,2.0,False,Texas Tech,Big 12,69.0,1405.0,UTEP,Conference USA,20.0,1308.0,-16.5,-49.0
400756910.0,2015.0,2.0,False,Georgia Tech,ACC,65.0,1781.0,Tulane,American Athletic,10.0,1259.0,-26.0,-55.0
400757021.0,2015.0,2.0,False,Rutgers,Big Ten,34.0,1477.0,Washington State,Pac-12,37.0,1421.0,-5.5,3.0
400603866.0,2015.0,2.0,False,Ole Miss,SEC,73.0,1687.0,Fresno State,Mountain West,21.0,1387.0,-23.0,-52.0
400603870.0,2015.0,2.0,False,Vanderbilt,SEC,14.0,1371.0,Georgia,SEC,31.0,1894.0,17.0,17.0
400756917.0,2015.0,2.0,False,Virginia,ACC,27.0,1472.0,Notre Dame,FBS Independents,34.0,1689.0,11.5,7.0
400763505.0,2015.0,2.0,False,Ohio State,Big Ten,38.0,2032.0,Hawai'i,Mountain West,0.0,1360.0,-38.0,-38.0
400763499.0,2015.0,2.0,False,Colorado State,Mountain West,20.0,1535.0,Minnesota,Big Ten,23.0,1645.0,5.0,3.0
400787119.0,2015.0,2.0,False,Wyoming,Mountain West,29.0,1294.0,Eastern Michigan,Mid-American,48.0,1037.0,-11.0,19.0
400603861.0,2015.0,2.0,False,Arkansas,SEC,12.0,1792.0,Toledo,Mid-American,16.0,1516.0,-21.0,4.0
400603860.0,2015.0,2.0,False,Alabama,SEC,37.0,1949.0,Middle Tennessee,Conference USA,10.0,1375.0,-34.0,-27.0
400763409.0,2015.0,2.0,False,Iowa State,Big 12,17.0,1337.0,Iowa,Big Ten,31.0,1566.0,4.0,14.0
400757022.0,2015.0,2.0,False,California,Pac-12,35.0,1417.0,San Diego State,Mountain West,7.0,1506.0,-9.0,-28.0
400756915.0,2015.0,2.0,False,Akron,Mid-American,7.0,1250.0,Pittsburgh,ACC,24.0,1531.0,11.5,17.0
400787308.0,2015.0,2.0,False,Georgia Southern,Sun Belt,43.0,1374.0,Western Michigan,Mid-American,17.0,1451.0,4.5,-26.0
400603868.0,2015.0,2.0,False,Tennessee,SEC,24.0,1670.0,Oklahoma,Big 12,31.0,1728.0,3.0,7.0
400603862.0,2015.0,2.0,False,Arkansas State,Sun Belt,20.0,1363.0,Missouri,SEC,27.0,1701.0,13.0,7.0
400603864.0,2015.0,2.0,False,Florida,SEC,31.0,1730.0,East Carolina,American Athletic,24.0,1594.0,-13.0,-7.0
400763595.0,2015.0,2.0,False,Ohio,Mid-American,21.0,1346.0,Marshall,Conference USA,10.0,1740.0,4.0,-11.0
400756892.0,2015.0,2.0,False,Nevada,Mountain West,20.0,1443.0,Arizona,Pac-12,44.0,1642.0,10.5,24.0
400603869.0,2015.0,2.0,False,Texas A&M,SEC,56.0,1692.0,Ball State,Mid-American,23.0,1443.0,-26.0,-33.0
400763410.0,2015.0,2.0,False,Kansas,Big 12,23.0,1310.0,Memphis,American Athletic,55.0,1603.0,10.5,32.0
400603867.0,2015.0,2.0,False,South Carolina,SEC,22.0,1646.0,Kentucky,SEC,26.0,1414.0,-7.5,4.0
400764863.0,2015.0,2.0,False,New Mexico,Mountain West,21.0,1304.0,Tulsa,American Athletic,40.0,1286.0,-3.0,19.0
400763501.0,2015.0,2.0,False,Indiana,Big Ten,36.0,1413.0,Florida International,Conference USA,22.0,1338.0,-7.5,-14.0
400763413.0,2015.0,2.0,False,Texas,Big 12,42.0,1470.0,Rice,Conference USA,28.0,1473.0,-16.0,-14.0
400757014.0,2015.0,2.0,False,USC,Pac-12,59.0,1857.0,Idaho,Sun Belt,9.0,1142.0,-43.5,-50.0
400763503.0,2015.0,2.0,False,Nebraska,Big Ten,48.0,1657.0,South Alabama,Sun Belt,9.0,1371.0,-27.0,-39.0
400787415.0,2015.0,2.0,False,New Mexico State,Sun Belt,32.0,1031.0,Georgia State,Sun Belt,34.0,1110.0,-4.0,2.0
400764862.0,2015.0,2.0,False,Cincinnati,American Athletic,26.0,1583.0,Temple,American Athletic,34.0,1533.0,-6.5,8.0
400603865.0,2015.0,2.0,False,Mississippi State,SEC,19.0,1748.0,LSU,SEC,21.0,1711.0,3.0,2.0
400787118.0,2015.0,2.0,False,BYU,FBS Independents,35.0,1585.0,Boise State,Mountain West,24.0,1716.0,1.5,-11.0
400787117.0,2015.0,2.0,False,Air Force,Mountain West,37.0,1455.0,San José State,Mountain West,16.0,1282.0,-7.0,-21.0
400757015.0,2015.0,2.0,False,UNLV,Mountain West,3.0,1237.0,UCLA,Pac-12,37.0,1712.0,28.0,34.0
400757023.0,2015.0,2.0,False,Stanford,Pac-12,31.0,1709.0,UCF,American Athletic,7.0,1609.0,-16.0,-24.0
400756920.0,2015.0,3.0,False,Boston College,ACC,0.0,1531.0,Florida State,ACC,14.0,1851.0,10.5,14.0
400787241.0,2015.0,3.0,False,Arizona State,Pac-12,34.0,1619.0,New Mexico,Mountain West,10.0,1255.0,-24.0,-24.0
400763512.0,2015.0,3.0,False,Michigan State,Big Ten,35.0,1845.0,Air Force,Mountain West,21.0,1487.0,-27.5,-14.0
400763418.0,2015.0,3.0,False,Oklahoma,Big 12,52.0,1737.0,Tulsa,American Athletic,38.0,1335.0,-33.0,-14.0
400763510.0,2015.0,3.0,False,Maryland,Big Ten,35.0,1420.0,South Florida,American Athletic,17.0,1337.0,-7.5,-18.0
400763511.0,2015.0,3.0,False,Michigan,Big Ten,28.0,1609.0,UNLV,Mountain West,7.0,1198.0,-34.0,-21.0
400603858.0,2015.0,3.0,False,Texas A&M,SEC,44.0,1752.0,Nevada,Mountain West,27.0,1402.0,-25.0,-17.0
400603856.0,2015.0,3.0,False,Missouri,SEC,9.0,1690.0,Connecticut,American Athletic,6.0,1265.0,-24.0,-3.0
400763513.0,2015.0,3.0,False,Minnesota,Big Ten,10.0,1643.0,Kent State,Mid-American,7.0,1142.0,-23.0,-3.0
400756924.0,2015.0,3.0,False,North Carolina,ACC,48.0,1477.0,Illinois,Big Ten,14.0,1537.0,-7.0,-34.0
400756930.0,2015.0,3.0,False,Army,FBS Independents,14.0,1284.0,Wake Forest,ACC,17.0,1308.0,2.0,3.0
400756927.0,2015.0,3.0,False,Syracuse,ACC,30.0,1444.0,Central Michigan,Mid-American,27.0,1407.0,-6.0,-3.0
400756921.0,2015.0,3.0,False,Duke,ACC,10.0,1624.0,Northwestern,Big Ten,19.0,1520.0,-2.5,9.0
400757030.0,2015.0,3.0,False,Oregon,Pac-12,61.0,1934.0,Georgia State,Sun Belt,28.0,1108.0,-48.5,-33.0
400763605.0,2015.0,3.0,False,North Texas,Conference USA,24.0,1271.0,Rice,Conference USA,38.0,1444.0,6.0,14.0
400787311.0,2015.0,3.0,False,Eastern Michigan,Mid-American,17.0,1115.0,Ball State,Mid-American,28.0,1383.0,6.0,11.0
400764869.0,2015.0,3.0,False,UMass,Mid-American,23.0,1159.0,Temple,American Athletic,25.0,1553.0,9.0,2.0
400763417.0,2015.0,3.0,False,Kansas State,Big 12,39.0,1771.0,Louisiana Tech,Conference USA,33.0,1697.0,-11.0,-6.0
400764864.0,2015.0,3.0,False,Bowling Green,Mid-American,41.0,1397.0,Memphis,American Athletic,44.0,1657.0,4.0,3.0
400756922.0,2015.0,3.0,False,Notre Dame,FBS Independents,30.0,1686.0,Georgia Tech,ACC,22.0,1877.0,-2.0,-8.0
400603854.0,2015.0,3.0,False,LSU,SEC,45.0,1716.0,Auburn,SEC,21.0,1744.0,-6.5,-24.0
400756923.0,2015.0,3.0,False,Miami,ACC,36.0,1621.0,Nebraska,Big Ten,33.0,1732.0,-4.5,-3.0
400756929.0,2015.0,3.0,False,Purdue,Big Ten,24.0,1359.0,Virginia Tech,ACC,51.0,1575.0,5.5,27.0
400764865.0,2015.0,3.0,False,Miami (OH),Mid-American,33.0,1106.0,Cincinnati,American Athletic,37.0,1563.0,19.0,4.0
400764866.0,2015.0,3.0,False,Navy,American Athletic,45.0,1545.0,East Carolina,American Athletic,21.0,1592.0,-1.5,-24.0
400763514.0,2015.0,3.0,False,Ohio State,Big Ten,20.0,2059.0,Northern Illinois,Mid-American,13.0,1509.0,-31.5,-7.0
400763516.0,2015.0,3.0,False,Wisconsin,Big Ten,28.0,1813.0,Troy,Sun Belt,3.0,1174.0,-35.0,-25.0
400763419.0,2015.0,3.0,False,Oklahoma State,Big 12,69.0,1577.0,UT San Antonio,Conference USA,14.0,1279.0,-24.5,-55.0
400763509.0,2015.0,3.0,False,Indiana,Big Ten,38.0,1435.0,Western Kentucky,Conference USA,35.0,1519.0,-3.0,-3.0
400757032.0,2015.0,3.0,False,Washington,Pac-12,31.0,1625.0,Utah State,Mountain West,17.0,1558.0,-3.5,-14.0
400603852.0,2015.0,3.0,False,Georgia,SEC,52.0,1886.0,South Carolina,SEC,20.0,1623.0,-15.5,-32.0
400603851.0,2015.0,3.0,False,Arkansas,SEC,24.0,1766.0,Texas Tech,Big 12,35.0,1541.0,-10.5,11.0
400756925.0,2015.0,3.0,False,Old Dominion,Conference USA,14.0,1285.0,NC State,ACC,38.0,1579.0,15.0,24.0
400763603.0,2015.0,3.0,False,Middle Tennessee,Conference USA,73.0,1366.0,Charlotte,Conference USA,14.0,1482.0,-19.5,-59.0
400763606.0,2015.0,3.0,False,Texas State,Sun Belt,50.0,1306.0,Southern Mississippi,Conference USA,56.0,1188.0,-2.0,6.0
400757028.0,2015.0,3.0,True,Colorado State,Mountain West,24.0,1537.0,Colorado,Pac-12,27.0,1425.0,-1.0,3.0
400757034.0,2015.0,3.0,False,Texas,Big 12,44.0,1499.0,California,Pac-12,45.0,1502.0,2.5,1.0
400603853.0,2015.0,3.0,False,Kentucky,SEC,9.0,1437.0,Florida,SEC,14.0,1732.0,4.5,5.0
400757026.0,2015.0,3.0,False,USC,Pac-12,31.0,1913.0,Stanford,Pac-12,41.0,1758.0,-8.0,10.0
400763604.0,2015.0,3.0,False,New Mexico State,Sun Belt,47.0,1033.0,UTEP,Conference USA,50.0,1172.0,4.0,3.0
400763421.0,2015.0,3.0,False,Toledo,Mid-American,30.0,1542.0,Iowa State,Big 12,23.0,1327.0,-6.5,-7.0
400787243.0,2015.0,3.0,False,San Diego State,Mountain West,27.0,1421.0,South Alabama,Sun Belt,34.0,1296.0,-15.5,7.0
400756926.0,2015.0,3.0,False,Iowa,Big Ten,27.0,1576.0,Pittsburgh,ACC,24.0,1544.0,-3.0,-3.0
400757031.0,2015.0,3.0,False,Oregon State,Pac-12,35.0,1396.0,San José State,Mountain West,21.0,1250.0,-8.0,-14.0
400763515.0,2015.0,3.0,False,Penn State,Big Ten,28.0,1528.0,Rutgers,Big Ten,3.0,1469.0,-7.0,-25.0
400763420.0,2015.0,3.0,False,TCU,Big 12,56.0,1951.0,SMU,American Athletic,37.0,1193.0,-38.0,-19.0
400757033.0,2015.0,3.0,False,Washington State,Pac-12,31.0,1429.0,Wyoming,Mountain West,14.0,1216.0,-24.0,-17.0
400603850.0,2015.0,3.0,False,Alabama,SEC,37.0,1958.0,Ole Miss,SEC,43.0,1804.0,-8.5,6.0
400757027.0,2015.0,3.0,False,UCLA,Pac-12,24.0,1751.0,BYU,FBS Independents,23.0,1615.0,-14.5,-1.0
400757029.0,2015.0,3.0,False,Fresno State,Mountain West,24.0,1270.0,Utah,Pac-12,45.0,1624.0,15.5,21.0
400764870.0,2015.0,4.0,False,Memphis,American Athletic,53.0,1647.0,Cincinnati,American Athletic,46.0,1542.0,-4.5,-7.0
400756931.0,2015.0,4.0,False,Virginia,ACC,14.0,1475.0,Boise State,Mountain West,56.0,1686.0,4.0,42.0
400757035.0,2015.0,4.0,False,Oregon State,Pac-12,24.0,1412.0,Stanford,Pac-12,42.0,1793.0,16.5,18.0
400764871.0,2015.0,4.0,False,Connecticut,American Athletic,18.0,1269.0,Navy,American Athletic,28.0,1610.0,8.0,10.0
400756933.0,2015.0,4.0,False,Duke,ACC,34.0,1597.0,Georgia Tech,ACC,20.0,1852.0,10.0,-14.0
400763519.0,2015.0,4.0,False,Michigan,Big Ten,31.0,1619.0,BYU,FBS Independents,0.0,1618.0,-6.0,-31.0
400763423.0,2015.0,4.0,False,Rutgers,Big Ten,27.0,1413.0,Kansas,Big 12,14.0,1256.0,-13.0,-13.0
400763522.0,2015.0,4.0,False,Nebraska,Big Ten,36.0,1730.0,Southern Mississippi,Conference USA,28.0,1208.0,-24.5,-8.0
400603848.0,2015.0,4.0,False,South Carolina,SEC,31.0,1568.0,UCF,American Athletic,14.0,1560.0,-12.5,-17.0
400763526.0,2015.0,4.0,False,Purdue,Big Ten,28.0,1311.0,Bowling Green,Mid-American,35.0,1407.0,-1.5,7.0
400603849.0,2015.0,4.0,False,Syracuse,ACC,24.0,1444.0,LSU,SEC,34.0,1779.0,24.0,10.0
400763520.0,2015.0,4.0,False,Michigan State,Big Ten,30.0,1844.0,Central Michigan,Mid-American,10.0,1407.0,-28.5,-20.0
400756938.0,2015.0,4.0,False,Wake Forest,ACC,24.0,1311.0,Indiana,Big Ten,31.0,1437.0,3.5,7.0
400756932.0,2015.0,4.0,False,Boston College,ACC,17.0,1528.0,Northern Illinois,Mid-American,14.0,1527.0,-4.5,-3.0
400763609.0,2015.0,4.0,False,Louisiana Tech,Conference USA,27.0,1693.0,Florida International,Conference USA,17.0,1316.0,-14.0,-10.0
400763426.0,2015.0,4.0,False,West Virginia,Big 12,45.0,1739.0,Maryland,Big Ten,6.0,1452.0,-16.5,-39.0
400763422.0,2015.0,4.0,False,Baylor,Big 12,70.0,1889.0,Rice,Conference USA,17.0,1460.0,-33.0,-53.0
400787246.0,2015.0,4.0,False,Wyoming,Mountain West,28.0,1198.0,New Mexico,Mountain West,38.0,1233.0,2.5,10.0
400603844.0,2015.0,4.0,False,Florida,SEC,28.0,1721.0,Tennessee,SEC,27.0,1661.0,-3.0,-1.0
400756937.0,2015.0,4.0,False,East Carolina,American Athletic,35.0,1527.0,Virginia Tech,ACC,28.0,1623.0,6.0,-7.0
400763610.0,2015.0,4.0,False,Old Dominion,Conference USA,0.0,1255.0,Appalachian State,Sun Belt,49.0,1433.0,7.0,49.0
400763608.0,2015.0,4.0,False,Kent State,Mid-American,29.0,1147.0,Marshall,Conference USA,36.0,1687.0,11.0,7.0
400763525.0,2015.0,4.0,False,Penn State,Big Ten,37.0,1584.0,San Diego State,Mountain West,21.0,1398.0,-12.0,-16.0
400763613.0,2015.0,4.0,False,Western Kentucky,Conference USA,56.0,1517.0,Miami (OH),Mid-American,14.0,1127.0,-21.5,-42.0
400763518.0,2015.0,4.0,False,Iowa,Big Ten,62.0,1577.0,North Texas,Conference USA,16.0,1255.0,-26.5,-46.0
400763583.0,2015.0,4.0,False,Notre Dame,FBS Independents,62.0,1711.0,UMass,Mid-American,27.0,1176.0,-28.5,-35.0
400763524.0,2015.0,4.0,False,Ohio State,Big Ten,38.0,2041.0,Western Michigan,Mid-American,12.0,1375.0,-27.0,-26.0
400763521.0,2015.0,4.0,False,Minnesota,Big Ten,27.0,1638.0,Ohio,Mid-American,24.0,1399.0,-13.0,-3.0
400763424.0,2015.0,4.0,False,Texas,Big 12,27.0,1498.0,Oklahoma State,Big 12,30.0,1705.0,5.0,3.0
400763517.0,2015.0,4.0,False,Illinois,Big Ten,27.0,1434.0,Middle Tennessee,Conference USA,25.0,1578.0,-7.0,-2.0
400603841.0,2015.0,4.0,False,Alabama,SEC,34.0,1935.0,Louisiana Monroe,Sun Belt,0.0,1274.0,-39.0,-34.0
400763425.0,2015.0,4.0,False,Texas Tech,Big 12,52.0,1586.0,TCU,Big 12,55.0,1929.0,9.5,3.0
400757040.0,2015.0,4.0,False,Washington,Pac-12,24.0,1647.0,California,Pac-12,30.0,1503.0,2.0,6.0
400760493.0,2015.0,4.0,False,Eastern Michigan,Mid-American,36.0,1114.0,Army,FBS Independents,58.0,1281.0,2.0,22.0
400603842.0,2015.0,4.0,True,Arkansas,SEC,21.0,1721.0,Texas A&M,SEC,28.0,1758.0,3.5,7.0
400603847.0,2015.0,4.0,False,Ole Miss,SEC,27.0,1827.0,Vanderbilt,SEC,16.0,1379.0,-28.0,-11.0
400787314.0,2015.0,4.0,False,Toledo,Mid-American,37.0,1540.0,Arkansas State,Sun Belt,7.0,1374.0,-10.0,-30.0
400763607.0,2015.0,4.0,False,Charlotte,Conference USA,7.0,1270.0,Florida Atlantic,Conference USA,17.0,1245.0,9.5,10.0
400763612.0,2015.0,4.0,False,UT San Antonio,Conference USA,31.0,1151.0,Colorado State,Mountain West,33.0,1531.0,9.5,2.0
400603843.0,2015.0,4.0,False,Auburn,SEC,9.0,1681.0,Mississippi State,SEC,17.0,1743.0,-3.5,8.0
400603846.0,2015.0,4.0,False,Kentucky,SEC,21.0,1448.0,Missouri,SEC,13.0,1686.0,-2.5,-8.0
400763527.0,2015.0,4.0,False,Wisconsin,Big Ten,28.0,1812.0,Hawai'i,Mountain West,0.0,1333.0,-28.0,-28.0
400757036.0,2015.0,4.0,False,Arizona,Pac-12,30.0,1683.0,UCLA,Pac-12,56.0,1748.0,4.5,26.0
400763523.0,2015.0,4.0,False,Northwestern,Big Ten,24.0,1547.0,Ball State,Mid-American,19.0,1384.0,-18.0,-5.0
400764872.0,2015.0,4.0,False,Houston,American Athletic,59.0,1574.0,Texas State,Sun Belt,14.0,1286.0,-16.5,-45.0
400756936.0,2015.0,4.0,False,South Alabama,Sun Belt,13.0,1319.0,NC State,ACC,63.0,1609.0,16.5,50.0
400757039.0,2015.0,4.0,False,Oregon,Pac-12,20.0,1934.0,Utah,Pac-12,62.0,1640.0,-14.0,42.0
400787443.0,2015.0,4.0,False,Idaho,Sun Belt,20.0,1086.0,Georgia Southern,Sun Belt,44.0,1450.0,17.0,24.0
400787244.0,2015.0,4.0,False,San José State,Mountain West,49.0,1234.0,Fresno State,Mountain West,23.0,1254.0,-4.0,-26.0
400757037.0,2015.0,4.0,False,Arizona State,Pac-12,14.0,1641.0,USC,Pac-12,42.0,1878.0,6.0,28.0
400764873.0,2015.0,5.0,False,Cincinnati,American Athletic,34.0,1538.0,Miami,ACC,23.0,1623.0,5.0,-11.0
400763614.0,2015.0,5.0,False,Charlotte,Conference USA,3.0,1247.0,Temple,American Athletic,37.0,1536.0,23.5,34.0
400764875.0,2015.0,5.0,False,South Florida,American Athletic,17.0,1305.0,Memphis,American Athletic,24.0,1651.0,10.5,7.0
400764874.0,2015.0,5.0,False,BYU,FBS Independents,30.0,1534.0,Connecticut,American Athletic,13.0,1276.0,-3.5,-17.0
400763531.0,2015.0,5.0,False,Michigan State,Big Ten,24.0,1849.0,Purdue,Big Ten,21.0,1305.0,-24.5,-3.0
400763430.0,2015.0,5.0,False,TCU,Big 12,50.0,1914.0,Texas,Big 12,7.0,1506.0,-18.5,-43.0
400603883.0,2015.0,5.0,False,Missouri,SEC,24.0,1658.0,South Carolina,SEC,10.0,1605.0,-3.5,-14.0
400763530.0,2015.0,5.0,False,Maryland,Big Ten,0.0,1378.0,Michigan,Big Ten,28.0,1703.0,12.0,28.0
400764879.0,2015.0,5.0,False,Tulsa,American Athletic,24.0,1339.0,Houston,American Athletic,38.0,1668.0,9.5,14.0
400764878.0,2015.0,5.0,False,Tulane,American Athletic,45.0,1163.0,UCF,American Athletic,31.0,1523.0,3.0,-14.0
400763533.0,2015.0,5.0,False,Wisconsin,Big Ten,6.0,1833.0,Iowa,Big Ten,10.0,1670.0,-8.0,4.0
400763532.0,2015.0,5.0,False,Northwestern,Big Ten,27.0,1546.0,Minnesota,Big Ten,0.0,1636.0,-6.5,-27.0
400763428.0,2015.0,5.0,False,Oklahoma,Big 12,44.0,1733.0,West Virginia,Big 12,24.0,1813.0,-7.5,-20.0
400756945.0,2015.0,5.0,False,Virginia Tech,ACC,13.0,1608.0,Pittsburgh,ACC,17.0,1543.0,-4.5,4.0
400760494.0,2015.0,5.0,False,Penn State,Big Ten,20.0,1601.0,Army,FBS Independents,14.0,1319.0,7.5,-6.0
400763427.0,2015.0,5.0,False,Iowa State,Big 12,38.0,1329.0,Kansas,Big 12,13.0,1243.0,-14.5,-25.0
400756943.0,2015.0,5.0,False,NC State,ACC,13.0,1723.0,Louisville,ACC,20.0,1664.0,-5.0,7.0
400787316.0,2015.0,5.0,False,Akron,Mid-American,12.0,1316.0,Ohio,Mid-American,14.0,1401.0,4.0,2.0
400787315.0,2015.0,5.0,False,Central Michigan,Mid-American,29.0,1402.0,Northern Illinois,Mid-American,19.0,1526.0,2.5,-10.0
400787317.0,2015.0,5.0,False,Ball State,Mid-American,10.0,1385.0,Toledo,Mid-American,24.0,1600.0,9.5,14.0
400763529.0,2015.0,5.0,False,Indiana,Big Ten,27.0,1441.0,Ohio State,Big Ten,34.0,2040.0,17.5,7.0
400763617.0,2015.0,5.0,False,Rice,Conference USA,10.0,1358.0,Western Kentucky,Conference USA,49.0,1588.0,5.0,39.0
