id,season,week,season_type,start_date,start_time_tbd,completed,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
401282714,2021,1,regular,2021-08-28T17:20:00.000Z,false,true,false,true,41064,3832,Memorial Stadium,356,Illinois,Big Ten,fbs,30,2,14,14,0,0.4056606386617034,1392,1411,158,Nebraska,Big Ten,fbs,22,0,9,7,6,0.5943393613382966,1503,1484,5.4859812562,,
401286187,2021,1,regular,2021-08-28T18:00:00.000Z,false,true,false,false,26043,3660,Bulldog Stadium,278,Fresno State,Mountain West,fbs,45,7,24,7,7,0.9989676192140482,1465,1566,41,Connecticut,FBS Independents,fbs,0,0,0,0,0,0.001032380785951803,1223,1122,1.5355562765,,
401329133,2021,1,regular,2021-08-28T19:00:00.000Z,false,true,true,true,,3861,Ohio Stadium,2119,Central State,SIAC,ii,6,0,0,0,6,,,,2310,Kentucky State,SIAC,ii,20,6,7,0,7,,,,,,
401309833,2021,1,regular,2021-08-28T19:30:00.000Z,false,true,false,false,32982,1056,Rose Bowl,26,UCLA,Pac-12,fbs,44,24,7,13,0,0.998923796291393,1517,1605,62,Hawai'i,Mountain West,fbs,10,3,0,7,0,0.0010762037086069487,1466,1378,1.3911846797,,
401328337,2021,1,regular,2021-08-28T22:00:00.000Z,false,true,false,false,,3829,Memorial Stadium,282,Indiana State,MVFC,fcs,26,7,3,7,9,,,,2197,Eastern Illinois,OVC,fcs,21,0,7,7,7,,,,,,
401327539,2021,1,regular,2021-08-28T23:00:00.000Z,false,true,true,false,,4246,Georgia State Stadium,2428,North Carolina Central,MEAC,fcs,23,0,7,6,10,,,,2016,Alcorn State,SWAC,fcs,14,7,0,7,0,,,,,,Cricket MEAC/SWAC Challenge
401282049,2021,1,regular,2021-08-29T01:30:00.000Z,false,true,false,false,19034,3601,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,fbs,3,0,3,0,0,0.0003672266073629033,1261,1182,2638,UTEP,Conference USA,fbs,30,17,3,10,0,0.9996327733926371,1222,1301,1.7024199439,,
401310693,2021,1,regular,2021-08-29T02:00:00.000Z,false,true,false,false,16204,3935,Spartan Stadium,23,San José State,Mountain West,fbs,45,21,17,7,0,,,,253,Southern Utah,Big Sky,fcs,14,0,14,0,0,,,,,,
401282050,2021,1,regular,2021-09-01T23:30:00.000Z,false,true,true,false,9122,3689,Cramton Bowl,55,Jacksonville State,AWC,fcs,0,0,0,0,0,0.0003023172538635826,,,5,UAB,Conference USA,fbs,31,0,10,14,7,0.9996976827461365,,,2.1316123178,,Montgomery Kickoff
401328989,2021,1,regular,2021-09-02T22:00:00.000Z,false,true,false,false,,3600,Tom Adams Field,131,Wayne State (MI),GLIAC,ii,21,6,8,7,0,,,,215,Slippery Rock,Pennsylvania State Athletic,ii,24,7,3,14,0,,,,,,
401328204,2021,1,regular,2021-09-02T22:00:00.000Z,false,true,false,true,,3788,Kenneth P. LaValle Stadium,2619,Stony Brook,CAA,fcs,21,0,0,14,7,,,,160,New Hampshire,CAA,fcs,27,6,14,7,0,,,,,,
401328215,2021,1,regular,2021-09-02T22:00:00.000Z,false,true,false,false,,5781,Irwin Belk Stadium,351,Wingate,South Atlantic,ii,30,14,7,3,6,,,,2551,Shaw,CIAA,ii,7,0,0,0,7,,,,,,
401334787,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,5943,Duvall-Rosier Field,2986,Fairmont State,Mountain East,ii,14,0,0,14,0,,,,2858,California (PA),Pennsylvania State Athletic,ii,23,10,3,7,3,,,,,,
401328309,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,5871,Convoy Leslie Cotton Boll Stadium,2028,Arkansas-Monticello,Great American,ii,30,7,23,0,0,,,,200,Southern Nazarene,Great American,ii,23,0,7,8,8,,,,,,
401328545,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,16236,3654,Brooks Stadium,324,Coastal Carolina,Sun Belt,fbs,52,7,24,14,7,,,,2643,The Citadel,Southern,fcs,14,0,0,7,7,,,,,,
401328388,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,844,Stambaugh Stadium,2754,Youngstown State,MVFC,fcs,44,14,10,7,10,,,,2916,Incarnate Word,Southland,fcs,41,7,14,13,7,,,,,,
401328276,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,5870,Thone Stadium at Buerkle Field,2033,Arkansas Tech,Great American,ii,20,7,0,6,7,,,,199,Southeastern Oklahoma,Great American,ii,38,7,17,7,7,,,,,,
401329651,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,6046,Meares Stadium,2369,Mars Hill,South Atlantic,ii,24,0,7,7,10,,,,2804,Chowan,CIAA,ii,30,14,3,7,0,,,,,,
401328175,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,3607,Alfond Stadium,311,Maine,CAA,fcs,24,0,24,0,0,,,,48,Delaware,CAA,fcs,34,7,10,10,7,,,,,,
401329689,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,6030,Harms-Eischeid Stadium,389,Upper Iowa,Northern Sun,ii,14,0,7,0,7,,,,134,Minnesota-Duluth,Northern Sun,ii,41,7,27,0,7,,,,,,
401337471,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,5886,West Family Stadium,2699,West Liberty,Mountain East,ii,6,0,0,0,6,,,,2682,Walsh,Great Midwest Athletic,ii,27,3,14,3,7,,,,,,
401300995,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,43928,3652,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,36,0,14,14,8,0.9342124591737911,1648,1651,68,Boise State,Mountain West,fbs,31,14,10,0,7,0.06578754082620886,1602,1599,10.2014008911,,
401357797,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,4417,Five Star Stadium at the Moye Complex,2382,Mercer,Southern,fcs,69,14,28,14,13,,,,3179,Point University,,,0,0,0,0,0,,,,,,
401332315,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3701,Drake Stadium,2181,Drake,Pioneer,fcs,45,21,14,10,0,,,,455,WV Wesleyan,Mountain East,ii,3,0,0,0,3,,,,,,
401328458,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3925,Seibert Stadium,2535,Samford,Southern,fcs,52,14,3,21,14,,,,2635,Tennessee Tech,OVC,fcs,14,0,7,7,0,,,,,,
401329015,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,5935,Parker Field at McCool Stadium,2170,Delta State,Gulf South,ii,48,,,,,,,,2064,Bethel (TN),,,14,,,,,,,,,,
401334786,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,6035,"Memorial Stadium (Wayne, NE)",2844,Wayne State (NE),Northern Sun,ii,34,10,7,10,7,,,,559,University of Mary,Northern Sun,ii,27,0,0,14,13,,,,,,
401334756,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,5263,Steele Stadium,2316,Kentucky Wesleyan,Great Midwest Athletic,ii,13,0,3,3,7,,,,341,Frostburg State,Mountain East,ii,20,7,6,7,0,,,,,,
401309542,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,17521,3965,UB Stadium,2084,Buffalo,Mid-American,fbs,69,14,24,21,10,0.9989708487592075,,,2681,Wagner,NEC,fcs,7,0,0,0,7,0.001029151240792503,,,1.1537534212,,
401309540,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,13149,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,31,7,0,14,10,0.9215833962326455,,,2710,Western Illinois,MVFC,fcs,21,0,7,7,7,0.07841660376735449,,,2.0262390412,,
401328397,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,6073,Milam Stadium,2927,Southwestern Oklahoma,Great American,ii,13,0,0,13,0,,,,2271,Henderson State,Great American,ii,31,7,7,7,10,,,,,,
401328432,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,4763,Ranger Field,2823,Northwestern Oklahoma State,Great American,ii,13,3,0,3,7,,,,2568,Southern Arkansas,Great American,ii,32,6,6,7,13,,,,,,
401328466,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,6065,Cliff Harris Stadium,2888,Ouachita Baptist,Great American,ii,38,14,3,7,14,,,,319,Oklahoma Baptist,Great American,ii,31,0,16,7,8,,,,,,
401328605,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3749,Hunter Stadium,2815,Lindenwood,Great Lakes,ii,20,7,7,0,6,,,,2025,Angelo State,Lone Star,ii,40,16,7,14,3,,,,,,
401329503,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,6070,Bob Young Field,2894,Sioux Falls,Northern Sun,ii,16,0,0,9,7,,,,132,Bemidji State,Northern Sun,ii,24,0,10,14,0,,,,,,
401329491,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,3641,Blakeslee Stadium,2364,Minnesota State,Northern Sun,ii,40,7,10,0,17,,,,425,Northern State,Northern Sun,ii,34,7,10,10,7,,,,,,
401329443,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,true,,6045,Dwight T. Reed Stadium,2876,Lincoln (MO),Mid America,ii,12,6,6,0,0,,,,2687,Washburn,Mid America,ii,76,21,17,21,17,,,,,,
401329425,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,4431,Chryst Field at Biemesderfer Stadium,210,Millersville,Pennsylvania State Athletic,ii,9,2,0,0,7,,,,2022,American International,Northeast 10,ii,14,7,7,0,0,,,,,,
401329357,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3870,Panther Stadium (OH),2477,Ohio Dominican,Great Midwest Athletic,ii,30,7,3,10,10,,,,2974,Shepherd,Pennsylvania State Athletic,ii,35,7,7,7,14,,,,,,
401329270,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3859,Offutt Field,611,Seton Hill College,Pennsylvania State Athletic,ii,16,0,6,10,0,,,,112335,Wheeling Jesuit,Mountain East,ii,14,0,7,7,0,,,,,,
401329056,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3663,Burke-Tarr Stadium,2105,Carson-Newman,South Atlantic,ii,7,7,0,0,0,,,,2698,West Georgia,Gulf South,ii,45,14,14,10,7,,,,,,
401329020,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,6053,Robinson-Hale Stadium,2401,Mississippi College,Gulf South,ii,0,0,0,0,0,,,,2013,Albany State (GA),SIAC,ii,24,7,7,3,7,,,,,,
401328973,2021,1,regular,2021-09-02T23:00:00.000Z,false,true,false,false,,3747,Hantz Stadium,2886,Northwood (MI),GLIAC,ii,21,3,3,0,15,,,,367,Gannon,Pennsylvania State Athletic,ii,28,7,0,7,7,,,,,,
401329660,2021,1,regular,2021-09-02T23:05:00.000Z,false,true,false,false,,4439,Eiler-Martin Stadium,2188,East Stroudsburg,Pennsylvania State Athletic,ii,35,21,7,0,7,,,,2487,Pace,Northeast 10,ii,14,0,7,7,0,,,,,,
401328383,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,,7003,Houck Field,2546,Southeast Missouri State,OVC,fcs,21,7,0,7,7,,,,79,Southern Illinois,MVFC,fcs,47,14,14,10,9,,,,,,
401282607,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,52633,3670,Carter-Finley Stadium,152,NC State,ACC,fbs,45,10,14,14,7,0.9987026978526787,1460,1565,58,South Florida,American Athletic,fbs,0,0,0,0,0,0.0012973021473212665,1251,1146,1.7199176694,,
401328768,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,,3960,Top Taggart Field,2222,Ferris State,GLIAC,ii,54,20,20,14,0,,,,2224,Findlay,Great Midwest Athletic,ii,14,7,7,0,0,,,,,,
401328404,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,,3720,Finley Stadium,236,Chattanooga,Southern,fcs,20,7,7,6,0,,,,2046,Austin Peay,OVC,fcs,30,6,10,7,7,,,,,,
401300993,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,36752,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,fbs,33,14,6,7,6,0.9981479820345208,1659,1666,151,East Carolina,American Athletic,fbs,19,6,0,3,10,0.0018520179654791802,1403,1396,3.0846558976,,
401309834,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,51511,587,Rice-Eccles Stadium,254,Utah,Pac-12,fbs,40,13,6,7,14,0.9832270850528867,,,2692,Weber State,Big Sky,fcs,17,7,0,3,7,0.016772914947113304,,,1.7192597055,,
401300994,2021,1,regular,2021-09-02T23:30:00.000Z,false,true,false,false,15085,3674,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,fbs,17,3,7,7,0,,,,302,UC Davis,Big Sky,fcs,19,7,3,3,6,,,,,,
401281952,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,84314,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,38,14,0,14,10,0.9851715866948813,1489,1524,189,Bowling Green,Mid-American,fbs,6,0,6,0,0,0.014828413305118748,1041,1006,1.2554934078,,
401282180,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,16236,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,59,7,21,17,14,0.9974874797982355,,,2630,UT Martin,OVC,fcs,21,7,7,0,7,0.002512520201764512,,,3.4696869058,,
401328420,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,3909,Roy Stewart Stadium,93,Murray State,OVC,fcs,35,14,7,7,7,,,,2400,Mississippi Valley State,SWAC,fcs,0,0,0,0,0,,,,,,
401282789,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,50805,3953,TCF Bank Stadium,135,Minnesota,Big Ten,fbs,31,0,14,7,10,0.170686074828574,1585,1582,194,Ohio State,Big Ten,fbs,45,7,3,21,14,0.829313925171426,1905,1908,4.2812072260,,
401330245,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,5938,Al Whitehead Field at Greyhound Stadium,2201,Eastern New Mexico,Lone Star,ii,24,7,10,7,0,,,,2120,Central Washington,Great Northwest,ii,66,21,14,17,14,,,,,,
401328138,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,4899,Fifth Third Bank Stadium,338,Kennesaw State,Big South,fcs,35,14,7,7,7,,,,2890,Reinhardt,,,25,7,0,12,6,,,,,,
401328681,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,3860,O'Harra Stadium,613,South Dakota Mines,Rocky Mountain,ii,34,14,7,10,3,,,,2402,Missouri S&T,Great Lakes,ii,31,0,3,7,21,,,,,,
401310696,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,15908,3971,University Stadium,167,New Mexico,Mountain West,fbs,27,14,7,3,3,,,,2277,Houston Christian,Southland,fcs,17,0,10,0,7,,,,,,
401329037,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,,6072,Schwan Regional Event Center,2587,Southwest Minnesota State,Northern Sun,ii,21,0,7,7,7,,,,2817,Minnesota St-Moorhead,Northern Sun,ii,33,7,7,13,6,,,,,,
401329048,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,5883,Marv Kay Stadium at Campbell Field,2146,Colorado Mines,Rocky Mountain,ii,42,14,21,7,0,,,,2848,Western Oregon,Great Northwest,ii,3,0,3,0,0,,,,,,
401329058,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,,5780,Altra Federal Credit Union Stadium,2851,Winona State,Northern Sun,ii,47,7,23,10,7,,,,3066,Concordia-St. Paul,Northern Sun,ii,6,0,3,3,0,,,,,,
401329153,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,4852,Neta and Eddie DeRose ThunderBowl,2570,Colorado State-Pueblo,Rocky Mountain,ii,6,3,3,0,0,,,,2837,Texas A&M-Commerce,Lone Star,ii,12,0,6,6,0,,,,,,
401329312,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,false,,5882,Ralph Stocker Stadium,11,Colorado Mesa,Rocky Mountain,ii,40,0,13,13,14,,,,2911,William Jewell College,Great Lakes,ii,3,3,0,0,0,,,,,,
401329340,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,,4724,Audrey J. Walton Stadium at Vernon Kennedy Field,2118,Central Missouri State,Mid America,ii,16,0,3,6,7,,,,90,Pittsburg State,Mid America,ii,35,7,14,7,7,,,,,,
401329374,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,,5878,Wantland Stadium,2122,Central Oklahoma,Mid America,ii,24,10,14,0,0,,,,137,Missouri Western,Mid America,ii,20,0,7,7,6,,,,,,
401329404,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,,5890,Lewis Field Stadium,2231,Fort Hays State,Mid America,ii,7,0,0,7,0,,,,138,Northwest Missouri State,Mid America,ii,15,2,7,0,6,,,,,,
401329456,2021,1,regular,2021-09-03T00:00:00.000Z,false,true,false,true,,6057,Ron & Carol Cope Stadium at Foster Field,2438,Nebraska-Kearney,Mid America,ii,38,0,14,3,21,,,,2403,Missouri Southern State,Mid America,ii,0,0,0,0,0,,,,,,
401282051,2021,1,regular,2021-09-03T00:05:00.000Z,false,true,false,false,0,218,FIU Stadium,2229,Florida International,Conference USA,fbs,48,21,7,10,10,,,,112358,Long Island University,NEC,fcs,10,0,10,0,0,,,,1.8254855440,,
401328011,2021,1,regular,2021-09-03T01:00:00.000Z,false,true,false,false,,2023,Walkup Skydome,2464,Northern Arizona,Big Sky,fcs,16,0,7,9,0,,,,2534,Sam Houston State,AWC,fcs,42,7,14,14,7,,,,,,
401329450,2021,1,regular,2021-09-03T01:00:00.000Z,false,true,false,false,,5884,Buffalo Stadium,2704,West Texas A&M,Lone Star,ii,73,28,24,14,7,,,,2637,Texas College,,,0,0,0,0,0,,,,,,
401310694,2021,1,regular,2021-09-03T02:00:00.000Z,false,true,false,false,21970,6501,Allegiant Stadium,2439,UNLV,Mountain West,fbs,33,0,6,0,14,,,,331,Eastern Washington,Big Sky,fcs,35,0,3,17,0,,,,,,
401309835,2021,1,regular,2021-09-03T02:30:00.000Z,false,true,false,false,44456,3947,Sun Devil Stadium,9,Arizona State,Pac-12,fbs,41,13,15,6,7,0.9989417266712739,,,253,Southern Utah,Big Sky,fcs,14,7,0,7,0,0.0010582733287261004,,,1.1008051137,,
401335299,2021,1,regular,2021-09-03T22:00:00.000Z,false,true,false,false,,3624,Arute Field,2115,Central Connecticut,NEC,fcs,21,7,7,0,7,,,,2583,Southern Connecticut State,Northeast 10,ii,28,0,14,0,14,,,,,,
401344437,2021,1,regular,2021-09-03T22:00:00.000Z,false,true,false,false,,5876,Bentley University Football Stadium,2060,Bentley,Northeast 10,ii,41,14,13,7,7,,,,223,West Chester,Pennsylvania State Athletic,ii,17,0,3,0,14,,,,,,
401309937,2021,1,regular,2021-09-03T22:00:00.000Z,false,true,false,true,65632,3799,Lane Stadium,259,Virginia Tech,ACC,fbs,17,7,7,0,3,0.9657623026389909,1535,1556,153,North Carolina,ACC,fbs,10,0,0,7,3,0.03423769736100912,1725,1704,6.1739447701,,
401282608,2021,1,regular,2021-09-03T23:00:00.000Z,false,true,false,false,25673,3630,BB&T Field,154,Wake Forest,ACC,fbs,42,14,14,7,7,,1519,1580,295,Old Dominion,Conference USA,fbs,10,3,0,0,7,,1303,1242,,,
401309541,2021,1,regular,2021-09-03T23:00:00.000Z,false,true,false,false,16461,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,35,14,14,7,0,,,,2598,St Francis (PA),NEC,fcs,15,0,7,0,8,,,,,,
401282052,2021,1,regular,2021-09-03T23:00:00.000Z,false,true,false,false,14125,4418,Jerry Richardson Stadium,2429,Charlotte,Conference USA,fbs,31,7,3,7,14,0.3802794763077427,1366,1366,150,Duke,ACC,fbs,28,0,14,0,14,0.6197205236922573,1295,1295,9.9391115015,,
401287888,2021,1,regular,2021-09-04T00:00:00.000Z,false,true,false,false,26103,3833,Memorial Stadium,2305,Kansas,Big 12,fbs,17,0,7,3,7,0.3566755518023538,,,233,South Dakota,MVFC,fcs,14,0,0,7,7,0.6433244481976462,,,6.3957990631,,
401310695,2021,1,regular,2021-09-04T01:00:00.000Z,false,true,false,false,32327,5388,Canvas Stadium,36,Colorado State,Mountain West,fbs,23,0,10,0,13,,,,2571,South Dakota State,MVFC,fcs,42,7,14,14,7,,,,,,
401309836,2021,1,regular,2021-09-04T01:00:00.000Z,false,true,false,false,44153,3726,Folsom Field,38,Colorado,Pac-12,fbs,35,0,14,7,14,0.9986483170794433,,,2458,Northern Colorado,Big Sky,fcs,7,0,0,7,0,0.0013516829205566516,,,1.3054248484,,
401282782,2021,1,regular,2021-09-04T01:00:00.000Z,false,true,false,true,34248,3911,Ryan Field,77,Northwestern,Big Ten,fbs,21,0,7,0,14,0.008688733173155496,1639,1574,127,Michigan State,Big Ten,fbs,38,14,7,7,10,0.9913112668268445,1424,1489,3.3080173367,,
401282822,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,52519,6577,SHI Stadium,164,Rutgers,Big Ten,fbs,61,12,14,14,21,0.9876925847980061,1393,1523,218,Temple,American Athletic,fbs,14,0,7,7,0,0.012307415201993854,1304,1174,2.5080153060,,
401282815,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,true,76832,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,10,0,0,7,3,0.8185644967745165,1745,1728,213,Penn State,Big Ten,fbs,16,0,0,7,9,0.18143550322548352,1668,1685,8.6262290777,,
401287894,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,42206,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,40,14,23,3,0,0.021390135630190765,1875,1869,2655,Tulane,American Athletic,fbs,35,14,0,8,13,0.9786098643698092,1597,1603,2.1698702327,,
401281947,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,47693,3683,Commonwealth Stadium,96,Kentucky,SEC,fbs,45,14,14,3,14,0.9989399455856591,1550,1593,2433,Louisiana Monroe,Sun Belt,fbs,10,7,0,0,3,0.0010600544143408719,1101,1058,1.5118704405,,
401282772,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,109295,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,47,10,17,6,14,0.9986865417930266,1591,1672,2711,Western Michigan,Mid-American,fbs,14,7,0,0,7,0.0013134582069733725,1510,1429,2.3235980123,,
401309601,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,18280,4246,Georgia State Stadium,2247,Georgia State,Sun Belt,fbs,10,0,7,3,0,0.011110718672779117,1410,1334,349,Army,FBS Independents,fbs,43,14,13,6,10,0.9888892813272209,1549,1625,2.2807184063,,
401287889,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,true,false,28668,3687,AT&T Stadium,2306,Kansas State,Big 12,fbs,24,7,7,0,10,0.9885480025786976,1447,1497,24,Stanford,Pac-12,fbs,7,0,0,0,7,0.011451997421302429,1491,1441,3.0408518701,,
401363390,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,3878,Plaster Sports Complex,2586,Southwest Baptist,Great Lakes,ii,16,0,0,9,7,,,,110243,University of Texas of the Permian Basin,Lone Star,ii,24,7,7,3,7,,,,,,
401328706,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,5934,Farmers Insurance Athletic Complex,110254,Davenport,GLIAC,ii,14,0,7,7,0,,,,2654,Truman State,Great Lakes,ii,31,7,7,7,10,,,,,,
401328713,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,6063,Mueller Field,587,Notre Dame College,Mountain East,ii,42,0,14,14,7,,,,308,Ashland,Great Midwest Athletic,ii,35,7,7,14,7,,,,,,
401328990,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,4015,Barron Stadium,2560,Shorter,Gulf South,ii,38,7,10,14,7,,,,2913,Brevard College,USA South,iii,14,0,0,7,7,,,,,,
401329633,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,6033,Carl Smith Stadium,2842,UVA-Wise,South Atlantic,ii,54,23,14,10,7,,,,2355,Virginia Lynchburg,,,0,0,0,0,0,,,,,,
401332385,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,6221,Mitchell Stadium,124180,Bluefield,Independent DII,ii,14,7,0,7,0,,,,102071,Lawrence Tech,,,21,7,0,7,7,,,,,,
401327913,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,85938,3834,Memorial Stadium,158,Nebraska,Big Ten,fbs,52,7,17,14,14,0.9028727534360819,,,2230,Fordham,Patriot,fcs,7,0,7,0,0,0.09712724656391813,,,1.3091986595,,
401328233,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,,3741,Goodman Stadium,2329,Lehigh,Patriot,fcs,3,0,3,0,0,,,,222,Villanova,CAA,fcs,47,6,14,24,3,,,,,,
401286188,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,18782,3892,Rentschler Field,41,Connecticut,FBS Independents,fbs,28,14,7,7,0,0.02503652197942647,,,107,Holy Cross,Patriot,fcs,38,7,17,7,7,0.9749634780205735,,,6.4352510272,,
401282609,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,false,28991,3615,Alumni Stadium,103,Boston College,ACC,fbs,51,7,20,3,21,0.9989204847197184,,,2142,Colgate,Patriot,fcs,0,0,0,0,0,0.0010795152802816066,,,1.0793145235,,
401329210,2021,1,regular,2021-09-04T16:05:00.000Z,false,true,false,false,,4432,Andre Reed Stadium,2315,Kutztown,Pennsylvania State Athletic,ii,19,0,9,7,3,,,,2038,Assumption,Northeast 10,ii,0,0,0,0,0,,,,,,
401328585,2021,1,regular,2021-09-04T17:00:00.000Z,false,true,false,false,,3686,Cowboy Stadium,2377,McNeese,Southland,fcs,36,7,9,6,14,,,,110242,West Florida,Gulf South,ii,42,7,14,7,14,,,,,,
401329325,2021,1,regular,2021-09-04T17:00:00.000Z,false,true,false,false,,6048,Duane Stadium,2771,Merrimack,NEC,fcs,55,0,14,14,27,,,,2830,St. Anselm,Northeast 10,ii,23,0,9,7,7,,,,,,
401328169,2021,1,regular,2021-09-04T17:00:00.000Z,false,true,false,false,,6068,George Williams Athletic Complex,395,St. Augustine's,CIAA,ii,14,0,0,7,7,,,,2839,Tusculum,South Atlantic,ii,58,7,17,20,14,,,,,,
401328924,2021,1,regular,2021-09-04T17:00:00.000Z,false,true,false,true,,6058,Ralph F. DellaCamera Stadium,2441,New Haven,Northeast 10,ii,30,13,7,7,3,,,,112334,Franklin Pierce,Northeast 10,ii,14,0,7,7,0,,,,,,
401331758,2021,1,regular,2021-09-04T17:00:00.000Z,false,true,false,false,,5122,Shuford Stadium,2107,Catawba,South Atlantic,ii,37,10,7,7,13,,,,101784,Erskine,Independent DII,ii,27,0,10,14,3,,,,,,
401359753,2021,1,regular,2021-09-04T17:00:00.000Z,false,true,false,false,,3731,Frost-Kalnow Stadium,121696,MARIAN (IN,,,10,0,10,0,0,,,,2838,Tiffin,Great Midwest Athletic,ii,34,0,20,0,14,,,,,,
