id,season,neutral_site,home_team_x,home_conference,home_points,home_pregame_elo,away_team_x,away_conference,away_points,away_pregame_elo,spread,margin
400756929,2015,False,Purdue,Big Ten,24.0,1359.0,Virginia Tech,ACC,51.0,1575.0,5.5,27.0
400764866,2015,False,Navy,American Athletic,45.0,1545.0,East Carolina,American Athletic,21.0,1592.0,-1.5,-24.0
400756922,2015,False,Notre Dame,FBS Independents,30.0,1686.0,Georgia Tech,ACC,22.0,1877.0,-2.0,-8.0
400603854,2015,False,LSU,SEC,45.0,1716.0,Auburn,SEC,21.0,1744.0,-6.5,-24.0
400763509,2015,False,Indiana,Big Ten,38.0,1435.0,Western Kentucky,Conference USA,35.0,1519.0,-3.0,-3.0
400757032,2015,False,Washington,Pac-12,31.0,1625.0,Utah State,Mountain West,17.0,1558.0,-3.5,-14.0
400603852,2015,False,Georgia,SEC,52.0,1886.0,South Carolina,SEC,20.0,1623.0,-15.5,-32.0
400757028,2015,True,Colorado State,Mountain West,24.0,1537.0,Colorado,Pac-12,27.0,1425.0,-1.0,3.0
400763603,2015,False,Middle Tennessee,Conference USA,73.0,1366.0,Charlotte,Conference USA,14.0,1482.0,-19.5,-59.0
400756925,2015,False,Old Dominion,Conference USA,14.0,1285.0,NC State,ACC,38.0,1579.0,15.0,24.0
400603851,2015,False,Arkansas,SEC,24.0,1766.0,Texas Tech,Big 12,35.0,1541.0,-10.5,11.0
400763606,2015,False,Texas State,Sun Belt,50.0,1306.0,Southern Mississippi,Conference USA,56.0,1188.0,-2.0,6.0
400603853,2015,False,Kentucky,SEC,9.0,1437.0,Florida,SEC,14.0,1732.0,4.5,5.0
400757034,2015,False,Texas,Big 12,44.0,1499.0,California,Pac-12,45.0,1502.0,2.5,1.0
400763421,2015,False,Toledo,Mid-American,30.0,1542.0,Iowa State,Big 12,23.0,1327.0,-6.5,-7.0
400757031,2015,False,Oregon State,Pac-12,35.0,1396.0,San José State,Mountain West,21.0,1250.0,-8.0,-14.0
400756926,2015,False,Iowa,Big Ten,27.0,1576.0,Pittsburgh,ACC,24.0,1544.0,-3.0,-3.0
400787243,2015,False,San Diego State,Mountain West,27.0,1421.0,South Alabama,Sun Belt,34.0,1296.0,-15.5,7.0
400763515,2015,False,Penn State,Big Ten,28.0,1528.0,Rutgers,Big Ten,3.0,1469.0,-7.0,-25.0
400763604,2015,False,New Mexico State,Sun Belt,47.0,1033.0,UTEP,Conference USA,50.0,1172.0,4.0,3.0
400757026,2015,False,USC,Pac-12,31.0,1913.0,Stanford,Pac-12,41.0,1758.0,-8.0,10.0
400763420,2015,False,TCU,Big 12,56.0,1951.0,SMU,American Athletic,37.0,1193.0,-38.0,-19.0
400757033,2015,False,Washington State,Pac-12,31.0,1429.0,Wyoming,Mountain West,14.0,1216.0,-24.0,-17.0
400603850,2015,False,Alabama,SEC,37.0,1958.0,Ole Miss,SEC,43.0,1804.0,-8.5,6.0
400757029,2015,False,Fresno State,Mountain West,24.0,1270.0,Utah,Pac-12,45.0,1624.0,15.5,21.0
400757027,2015,False,UCLA,Pac-12,24.0,1751.0,BYU,FBS Independents,23.0,1615.0,-14.5,-1.0
400764870,2015,False,Memphis,American Athletic,53.0,1647.0,Cincinnati,American Athletic,46.0,1542.0,-4.5,-7.0
400756931,2015,False,Virginia,ACC,14.0,1475.0,Boise State,Mountain West,56.0,1686.0,4.0,42.0
400757035,2015,False,Oregon State,Pac-12,24.0,1412.0,Stanford,Pac-12,42.0,1793.0,16.5,18.0
400763520,2015,False,Michigan State,Big Ten,30.0,1844.0,Central Michigan,Mid-American,10.0,1407.0,-28.5,-20.0
400763522,2015,False,Nebraska,Big Ten,36.0,1730.0,Southern Mississippi,Conference USA,28.0,1208.0,-24.5,-8.0
400763519,2015,False,Michigan,Big Ten,31.0,1619.0,BYU,FBS Independents,0.0,1618.0,-6.0,-31.0
400756933,2015,False,Duke,ACC,34.0,1597.0,Georgia Tech,ACC,20.0,1852.0,10.0,-14.0
400603848,2015,False,South Carolina,SEC,31.0,1568.0,UCF,American Athletic,14.0,1560.0,-12.5,-17.0
400763526,2015,False,Purdue,Big Ten,28.0,1311.0,Bowling Green,Mid-American,35.0,1407.0,-1.5,7.0
400763423,2015,False,Rutgers,Big Ten,27.0,1413.0,Kansas,Big 12,14.0,1256.0,-13.0,-13.0
400764871,2015,False,Connecticut,American Athletic,18.0,1269.0,Navy,American Athletic,28.0,1610.0,8.0,10.0
400603849,2015,False,Syracuse,ACC,24.0,1444.0,LSU,SEC,34.0,1779.0,24.0,10.0
400756938,2015,False,Wake Forest,ACC,24.0,1311.0,Indiana,Big Ten,31.0,1437.0,3.5,7.0
400756932,2015,False,Boston College,ACC,17.0,1528.0,Northern Illinois,Mid-American,14.0,1527.0,-4.5,-3.0
400763609,2015,False,Louisiana Tech,Conference USA,27.0,1693.0,Florida International,Conference USA,17.0,1316.0,-14.0,-10.0
400787246,2015,False,Wyoming,Mountain West,28.0,1198.0,New Mexico,Mountain West,38.0,1233.0,2.5,10.0
400763422,2015,False,Baylor,Big 12,70.0,1889.0,Rice,Conference USA,17.0,1460.0,-33.0,-53.0
400763426,2015,False,West Virginia,Big 12,45.0,1739.0,Maryland,Big Ten,6.0,1452.0,-16.5,-39.0
400763610,2015,False,Old Dominion,Conference USA,0.0,1255.0,Appalachian State,Sun Belt,49.0,1433.0,7.0,49.0
400763525,2015,False,Penn State,Big Ten,37.0,1584.0,San Diego State,Mountain West,21.0,1398.0,-12.0,-16.0
400763521,2015,False,Minnesota,Big Ten,27.0,1638.0,Ohio,Mid-American,24.0,1399.0,-13.0,-3.0
400763424,2015,False,Texas,Big 12,27.0,1498.0,Oklahoma State,Big 12,30.0,1705.0,5.0,3.0
400763613,2015,False,Western Kentucky,Conference USA,56.0,1517.0,Miami (OH),Mid-American,14.0,1127.0,-21.5,-42.0
400763608,2015,False,Kent State,Mid-American,29.0,1147.0,Marshall,Conference USA,36.0,1687.0,11.0,7.0
400603844,2015,False,Florida,SEC,28.0,1721.0,Tennessee,SEC,27.0,1661.0,-3.0,-1.0
400763524,2015,False,Ohio State,Big Ten,38.0,2041.0,Western Michigan,Mid-American,12.0,1375.0,-27.0,-26.0
400756937,2015,False,East Carolina,American Athletic,35.0,1527.0,Virginia Tech,ACC,28.0,1623.0,6.0,-7.0
400763518,2015,False,Iowa,Big Ten,62.0,1577.0,North Texas,Conference USA,16.0,1255.0,-26.5,-46.0
400763583,2015,False,Notre Dame,FBS Independents,62.0,1711.0,UMass,Mid-American,27.0,1176.0,-28.5,-35.0
400603841,2015,False,Alabama,SEC,34.0,1935.0,Louisiana Monroe,Sun Belt,0.0,1274.0,-39.0,-34.0
400763517,2015,False,Illinois,Big Ten,27.0,1434.0,Middle Tennessee,Conference USA,25.0,1578.0,-7.0,-2.0
400763425,2015,False,Texas Tech,Big 12,52.0,1586.0,TCU,Big 12,55.0,1929.0,9.5,3.0
400757040,2015,False,Washington,Pac-12,24.0,1647.0,California,Pac-12,30.0,1503.0,2.0,6.0
400760493,2015,False,Eastern Michigan,Mid-American,36.0,1114.0,Army,FBS Independents,58.0,1281.0,2.0,22.0
400768337,2015,False,SMU,American Athletic,45.0,1215.0,James Madison,CAA,48.0,1378.0,-14.5,3.0
400603842,2015,True,Arkansas,SEC,21.0,1721.0,Texas A&M,SEC,28.0,1758.0,3.5,7.0
400763612,2015,False,UT San Antonio,Conference USA,31.0,1151.0,Colorado State,Mountain West,33.0,1531.0,9.5,2.0
400763607,2015,False,Charlotte,Conference USA,7.0,1270.0,Florida Atlantic,Conference USA,17.0,1245.0,9.5,10.0
400787314,2015,False,Toledo,Mid-American,37.0,1540.0,Arkansas State,Sun Belt,7.0,1374.0,-10.0,-30.0
400603847,2015,False,Ole Miss,SEC,27.0,1827.0,Vanderbilt,SEC,16.0,1379.0,-28.0,-11.0
400603846,2015,False,Kentucky,SEC,21.0,1448.0,Missouri,SEC,13.0,1686.0,-2.5,-8.0
400603843,2015,False,Auburn,SEC,9.0,1681.0,Mississippi State,SEC,17.0,1743.0,-3.5,8.0
400763523,2015,False,Northwestern,Big Ten,24.0,1547.0,Ball State,Mid-American,19.0,1384.0,-18.0,-5.0
400764872,2015,False,Houston,American Athletic,59.0,1574.0,Texas State,Sun Belt,14.0,1286.0,-16.5,-45.0
400756936,2015,False,South Alabama,Sun Belt,13.0,1319.0,NC State,ACC,63.0,1609.0,16.5,50.0
400763527,2015,False,Wisconsin,Big Ten,28.0,1812.0,Hawai'i,Mountain West,0.0,1333.0,-28.0,-28.0
400757036,2015,False,Arizona,Pac-12,30.0,1683.0,UCLA,Pac-12,56.0,1748.0,4.5,26.0
400757039,2015,False,Oregon,Pac-12,20.0,1934.0,Utah,Pac-12,62.0,1640.0,-14.0,42.0
400787443,2015,False,Idaho,Sun Belt,20.0,1086.0,Georgia Southern,Sun Belt,44.0,1450.0,17.0,24.0
400757037,2015,False,Arizona State,Pac-12,14.0,1641.0,USC,Pac-12,42.0,1878.0,6.0,28.0
400787244,2015,False,San José State,Mountain West,49.0,1234.0,Fresno State,Mountain West,23.0,1254.0,-4.0,-26.0
400764873,2015,False,Cincinnati,American Athletic,34.0,1538.0,Miami,ACC,23.0,1623.0,5.0,-11.0
400764875,2015,False,South Florida,American Athletic,17.0,1305.0,Memphis,American Athletic,24.0,1651.0,10.5,7.0
400763614,2015,False,Charlotte,Conference USA,3.0,1247.0,Temple,American Athletic,37.0,1536.0,23.5,34.0
400764874,2015,False,BYU,FBS Independents,30.0,1534.0,Connecticut,American Athletic,13.0,1276.0,-3.5,-17.0
400763427,2015,False,Iowa State,Big 12,38.0,1329.0,Kansas,Big 12,13.0,1243.0,-14.5,-25.0
400763430,2015,False,TCU,Big 12,50.0,1914.0,Texas,Big 12,7.0,1506.0,-18.5,-43.0
400763531,2015,False,Michigan State,Big Ten,24.0,1849.0,Purdue,Big Ten,21.0,1305.0,-24.5,-3.0
400756945,2015,False,Virginia Tech,ACC,13.0,1608.0,Pittsburgh,ACC,17.0,1543.0,-4.5,4.0
400760494,2015,False,Penn State,Big Ten,20.0,1601.0,Army,FBS Independents,14.0,1319.0,7.5,-6.0
400763532,2015,False,Northwestern,Big Ten,27.0,1546.0,Minnesota,Big Ten,0.0,1636.0,-6.5,-27.0
400763530,2015,False,Maryland,Big Ten,0.0,1378.0,Michigan,Big Ten,28.0,1703.0,12.0,28.0
400603883,2015,False,Missouri,SEC,24.0,1658.0,South Carolina,SEC,10.0,1605.0,-3.5,-14.0
400764879,2015,False,Tulsa,American Athletic,24.0,1339.0,Houston,American Athletic,38.0,1668.0,9.5,14.0
400764878,2015,False,Tulane,American Athletic,45.0,1163.0,UCF,American Athletic,31.0,1523.0,3.0,-14.0
400763533,2015,False,Wisconsin,Big Ten,6.0,1833.0,Iowa,Big Ten,10.0,1670.0,-8.0,4.0
400763428,2015,False,Oklahoma,Big 12,44.0,1733.0,West Virginia,Big 12,24.0,1813.0,-7.5,-20.0
400756943,2015,False,NC State,ACC,13.0,1723.0,Louisville,ACC,20.0,1664.0,-5.0,7.0
400787316,2015,False,Akron,Mid-American,12.0,1316.0,Ohio,Mid-American,14.0,1401.0,4.0,2.0
400787317,2015,False,Ball State,Mid-American,10.0,1385.0,Toledo,Mid-American,24.0,1600.0,9.5,14.0
400787315,2015,False,Central Michigan,Mid-American,29.0,1402.0,Northern Illinois,Mid-American,19.0,1526.0,2.5,-10.0
400764876,2015,False,Navy,American Athletic,33.0,1603.0,Air Force,Mountain West,11.0,1488.0,-6.0,-22.0
400763529,2015,False,Indiana,Big Ten,27.0,1441.0,Ohio State,Big Ten,34.0,2040.0,17.5,7.0
400756941,2015,False,Wake Forest,ACC,16.0,1307.0,Florida State,ACC,24.0,1854.0,18.0,8.0
400763431,2015,True,Baylor,Big 12,63.0,1991.0,Texas Tech,Big 12,35.0,1601.0,-15.5,-28.0
400756942,2015,False,Georgia Tech,ACC,31.0,1800.0,North Carolina,ACC,38.0,1580.0,-10.5,7.0
400787253,2015,False,Appalachian State,Sun Belt,31.0,1560.0,Wyoming,Mountain West,13.0,1180.0,-17.5,-18.0
400787319,2015,False,Kent State,Mid-American,20.0,1171.0,Miami (OH),Mid-American,14.0,1056.0,-10.5,-6.0
400763616,2015,False,Marshall,Conference USA,27.0,1663.0,Old Dominion,Conference USA,7.0,1128.0,-18.0,-20.0
400787318,2015,False,Buffalo,Mid-American,22.0,1413.0,Bowling Green,Mid-American,28.0,1413.0,6.5,6.0
400763617,2015,False,Rice,Conference USA,10.0,1358.0,Western Kentucky,Conference USA,49.0,1588.0,5.0,39.0
400787446,2015,True,Georgia State,Sun Belt,33.0,1108.0,Liberty,Big South,41.0,1419.0,-2.0,8.0
400756939,2015,False,Duke,ACC,9.0,1649.0,Boston College,ACC,7.0,1529.0,-7.0,-2.0
400763429,2015,False,Oklahoma State,Big 12,36.0,1697.0,Kansas State,Big 12,34.0,1775.0,-3.5,-2.0
400757044,2015,False,California,Pac-12,34.0,1525.0,Washington State,Pac-12,28.0,1447.0,-13.5,-6.0
400764877,2015,False,SMU,American Athletic,23.0,1220.0,East Carolina,American Athletic,49.0,1542.0,6.5,26.0
400603877,2015,False,Auburn,SEC,35.0,1670.0,San José State,Mountain West,21.0,1303.0,-20.5,-14.0
400763528,2015,False,Illinois,Big Ten,14.0,1436.0,Nebraska,Big Ten,13.0,1713.0,7.5,-1.0
400787447,2015,False,Troy,Sun Belt,18.0,1175.0,South Alabama,Sun Belt,24.0,1205.0,-3.0,6.0
400603878,2015,False,Florida,SEC,38.0,1720.0,Ole Miss,SEC,10.0,1816.0,6.5,-28.0
400603881,2015,False,LSU,SEC,44.0,1772.0,Eastern Michigan,Mid-American,22.0,1076.0,-45.0,-22.0
400787251,2015,False,Nevada,Mountain West,17.0,1402.0,UNLV,Mountain West,23.0,1188.0,-11.5,6.0
400763618,2015,False,Southern Mississippi,Conference USA,49.0,1225.0,North Texas,Conference USA,14.0,1162.0,-13.5,-35.0
400603884,2015,False,Tennessee,SEC,20.0,1662.0,Arkansas,SEC,24.0,1716.0,-7.5,4.0
400603882,2015,False,Middle Tennessee,Conference USA,13.0,1576.0,Vanderbilt,SEC,17.0,1390.0,-4.5,4.0
400787249,2015,False,Utah State,Mountain West,33.0,1536.0,Colorado State,Mountain West,18.0,1515.0,-7.0,-15.0
400787445,2015,False,Louisiana Monroe,Sun Belt,31.0,1256.0,Georgia Southern,Sun Belt,51.0,1473.0,6.0,20.0
400787444,2015,False,Arkansas State,Sun Belt,49.0,1314.0,Idaho,Sun Belt,35.0,1063.0,-20.5,-14.0
