id,season,week,home_team_x,home_points,away_team_x,away_points,homewin,cnt
400763616.0,2015.0,5.0,Marshall,27.0,Old Dominion,7.0,True,2
400757080.0,2015.0,12.0,Oregon,48.0,USC,28.0,True,2
401236032.0,2020.0,13.0,Oklahoma State,50.0,Texas Tech,44.0,True,2
400869540.0,2016.0,7.0,South Florida,42.0,Connecticut,27.0,True,2
401114260.0,2019.0,3.0,Troy,42.0,Southern Mississippi,47.0,False,2
400756916.0,2015.0,2.0,Syracuse,30.0,Wake Forest,17.0,True,2
401013134.0,2018.0,5.0,Georgia Tech,63.0,Bowling Green,17.0,True,2
401012800.0,2018.0,13.0,USC,17.0,Notre Dame,24.0,False,2
400787362.0,2015.0,13.0,Northern Illinois,21.0,Ohio,26.0,False,2
401110864.0,2019.0,14.0,Arkansas,14.0,Missouri,24.0,False,2
400869594.0,2016.0,11.0,Kansas,24.0,Iowa State,31.0,False,2
400869365.0,2016.0,4.0,Middle Tennessee,38.0,Louisiana Tech,34.0,True,2
400869187.0,2016.0,2.0,Nebraska,52.0,Wyoming,17.0,True,2
400869418.0,2016.0,13.0,Southern Mississippi,39.0,Louisiana Tech,24.0,True,2
400945269.0,2017.0,6.0,San José State,10.0,Fresno State,27.0,False,2
401013043.0,2018.0,7.0,Iowa State,30.0,West Virginia,14.0,True,2
400603913.0,2015.0,13.0,Auburn,13.0,Alabama,29.0,False,2
400945278.0,2017.0,8.0,Nevada,42.0,Air Force,45.0,False,2
400938663.0,2017.0,12.0,UTEP,21.0,Louisiana Tech,42.0,False,2
401249015.0,2020.0,11.0,New Mexico,20.0,Nevada,27.0,False,2
401114182.0,2019.0,13.0,Stanford,20.0,California,24.0,False,2
400869384.0,2016.0,7.0,Middle Tennessee,43.0,Western Kentucky,44.0,False,2
401114296.0,2019.0,9.0,UTEP,21.0,Louisiana Tech,42.0,False,2
400935394.0,2017.0,9.0,Ohio State,39.0,Penn State,38.0,True,2
401021687.0,2018.0,10.0,Troy,26.0,Louisiana,16.0,True,2
401112167.0,2019.0,13.0,Indiana,14.0,Michigan,39.0,False,2
400869472.0,2016.0,9.0,NC State,14.0,Boston College,21.0,False,2
400869475.0,2016.0,9.0,Virginia,25.0,Louisville,32.0,False,2
401013078.0,2018.0,13.0,TCU,31.0,Oklahoma State,24.0,True,2
401234609.0,2020.0,7.0,Virginia Tech,40.0,Boston College,14.0,True,2
401114302.0,2019.0,10.0,Rice,7.0,Marshall,20.0,False,2
401117517.0,2019.0,6.0,UNLV,13.0,Boise State,38.0,False,2
401112258.0,2019.0,2.0,Penn State,45.0,Buffalo,13.0,True,2
401020751.0,2018.0,6.0,Toledo,52.0,Bowling Green,36.0,True,2
400937511.0,2017.0,10.0,Florida State,27.0,Syracuse,24.0,True,2
400945263.0,2017.0,5.0,New Mexico,56.0,Air Force,38.0,True,2
401119307.0,2019.0,13.0,Miami (OH),20.0,Akron,17.0,True,2
401012277.0,2018.0,3.0,Ole Miss,7.0,Alabama,62.0,False,2
401237093.0,2020.0,5.0,Alabama,52.0,Texas A&M,24.0,True,2
401014989.0,2018.0,2.0,Southern Mississippi,20.0,Louisiana Monroe,21.0,False,2
400937459.0,2017.0,2.0,Syracuse,23.0,Middle Tennessee,30.0,False,2
401411163.0,2022.0,11.0,Virginia,,Pittsburgh,,True,2
401112259.0,2019.0,3.0,Penn State,17.0,Pittsburgh,10.0,True,2
401110720.0,2019.0,1.0,Alabama,42.0,Duke,3.0,True,2
401013145.0,2018.0,7.0,Georgia Tech,14.0,Duke,28.0,False,2
400869322.0,2016.0,10.0,Akron,17.0,Toledo,48.0,False,2
400869210.0,2016.0,5.0,UNLV,45.0,Fresno State,20.0,True,2
400869296.0,2016.0,5.0,Miami (OH),7.0,Ohio,17.0,False,2
400868972.0,2016.0,1.0,North Carolina,24.0,Georgia,33.0,False,2
400934556.0,2017.0,13.0,TCU,45.0,Baylor,22.0,True,2
400756939.0,2015.0,5.0,Duke,9.0,Boston College,7.0,True,2
401212543.0,2020.0,9.0,Cincinnati,49.0,Memphis,10.0,True,2
401114287.0,2019.0,8.0,Florida International,32.0,UTEP,17.0,True,2
401021693.0,2018.0,12.0,Arkansas State,31.0,Louisiana Monroe,17.0,True,2
401012808.0,2018.0,6.0,Rutgers,17.0,Illinois,38.0,False,2
401110806.0,2019.0,5.0,Alabama,59.0,Ole Miss,31.0,True,2
401112240.0,2019.0,3.0,Nebraska,44.0,Northern Illinois,8.0,True,2
400935419.0,2017.0,13.0,Maryland,3.0,Penn State,66.0,False,2
400869603.0,2016.0,12.0,Kansas,24.0,Texas,21.0,True,2
400869311.0,2016.0,8.0,Ball State,25.0,Akron,35.0,False,2
400868879.0,2016.0,5.0,Iowa State,42.0,Baylor,45.0,False,2
401012789.0,2018.0,11.0,Utah,32.0,Oregon,25.0,True,2
400787297.0,2015.0,13.0,Utah State,28.0,BYU,51.0,False,2
401112202.0,2019.0,2.0,Maryland,63.0,Syracuse,20.0,True,2
400787341.0,2015.0,9.0,Akron,6.0,Central Michigan,14.0,False,2
400869302.0,2016.0,6.0,Akron,35.0,Miami (OH),13.0,True,2
400869203.0,2016.0,4.0,Purdue,24.0,Nevada,14.0,True,2
401112477.0,2019.0,7.0,NC State,16.0,Syracuse,10.0,True,2
401020773.0,2018.0,10.0,Western Michigan,14.0,Ohio,59.0,False,2
400787287.0,2015.0,12.0,New Mexico,21.0,Colorado State,28.0,False,2
400869471.0,2016.0,9.0,Pittsburgh,36.0,Virginia Tech,39.0,False,2
401112216.0,2019.0,6.0,Ohio State,34.0,Michigan State,10.0,True,2
401012330.0,2018.0,10.0,Tennessee,14.0,Charlotte,3.0,True,2
401212547.0,2020.0,5.0,Georgia State,49.0,East Carolina,29.0,True,2
400935386.0,2017.0,8.0,Penn State,42.0,Michigan,13.0,True,2
400787477.0,2015.0,13.0,Georgia State,31.0,Troy,21.0,True,2
401012793.0,2018.0,12.0,Oregon,31.0,Arizona State,29.0,True,2
400756962.0,2015.0,8.0,Georgia Tech,22.0,Florida State,16.0,True,2
401012858.0,2018.0,9.0,Minnesota,38.0,Indiana,31.0,True,2
401114314.0,2019.0,13.0,UT San Antonio,26.0,Florida Atlantic,40.0,False,2
400763640.0,2015.0,9.0,Old Dominion,30.0,Western Kentucky,55.0,False,2
400834350.0,2015.0,1.0,Tennessee,59.0,Bowling Green,30.0,True,2
401021691.0,2018.0,11.0,South Alabama,10.0,Louisiana Monroe,38.0,False,2
400869836.0,2016.0,9.0,Arkansas State,51.0,Louisiana Monroe,10.0,True,2
401132983.0,2019.0,15.0,Wisconsin,21.0,Ohio State,34.0,False,2
401117213.0,2019.0,5.0,Toledo,28.0,BYU,21.0,True,2
401132975.0,2019.0,15.0,Clemson,62.0,Virginia,17.0,True,2
401237097.0,2020.0,5.0,Kentucky,41.0,Ole Miss,42.0,False,2
401015010.0,2018.0,6.0,Marshall,24.0,Middle Tennessee,34.0,False,2
401020770.0,2018.0,10.0,Buffalo,51.0,Miami (OH),42.0,True,2
401117218.0,2019.0,14.0,San Diego State,13.0,BYU,3.0,True,2
401012324.0,2018.0,10.0,Auburn,28.0,Texas A&M,24.0,True,2
401207120.0,2020.0,3.0,North Texas,35.0,SMU,65.0,False,2
401236010.0,2020.0,8.0,Kansas State,55.0,Kansas,14.0,True,2
400603887.0,2015.0,8.0,Arkansas,54.0,Auburn,46.0,True,2
401249019.0,2020.0,12.0,Nevada,26.0,San Diego State,21.0,True,2
400787446.0,2015.0,5.0,Georgia State,33.0,Liberty,41.0,False,2
401012885.0,2018.0,9.0,Michigan State,23.0,Purdue,13.0,True,2
401249867.0,2020.0,12.0,Kent State,69.0,Akron,35.0,True,2
401416638.0,2022.0,11.0,Miami (OH),,Ohio,,True,2
401112460.0,2019.0,4.0,NC State,34.0,Ball State,23.0,True,2
401207138.0,2020.0,5.0,Middle Tennessee,17.0,Western Kentucky,20.0,False,2
400938636.0,2017.0,7.0,North Texas,29.0,UT San Antonio,26.0,True,2
401114338.0,2019.0,12.0,Notre Dame,52.0,Navy,20.0,True,2
401013105.0,2018.0,2.0,Pittsburgh,6.0,Penn State,51.0,False,2
400869430.0,2016.0,2.0,Clemson,30.0,Troy,24.0,True,2
401119308.0,2019.0,13.0,Buffalo,49.0,Toledo,30.0,True,2
400760499.0,2015.0,12.0,Army,21.0,Rutgers,31.0,False,2
400869649.0,2016.0,12.0,Michigan State,16.0,Ohio State,17.0,False,2
400941803.0,2017.0,4.0,South Florida,43.0,Temple,7.0,True,2
401013067.0,2018.0,6.0,Oklahoma,45.0,Texas,48.0,False,2
400869429.0,2016.0,2.0,Syracuse,28.0,Louisville,62.0,False,2
401247319.0,2020.0,11.0,Michigan,11.0,Wisconsin,49.0,False,2
400869397.0,2016.0,10.0,Southern Mississippi,27.0,Charlotte,38.0,False,2
400941830.0,2017.0,9.0,Memphis,56.0,Tulane,26.0,True,2
400869569.0,2016.0,13.0,South Florida,48.0,UCF,31.0,True,2
400933900.0,2017.0,9.0,Ole Miss,37.0,Arkansas,38.0,False,2
400763549.0,2015.0,8.0,Michigan State,52.0,Indiana,26.0,True,2
400763444.0,2015.0,8.0,Texas,23.0,Kansas State,9.0,True,2
401019494.0,2018.0,4.0,Memphis,52.0,South Alabama,35.0,True,2
401013032.0,2018.0,7.0,Texas,23.0,Baylor,17.0,True,2
400756920.0,2015.0,3.0,Boston College,0.0,Florida State,14.0,False,2
401012886.0,2018.0,11.0,Michigan State,6.0,Ohio State,26.0,False,2
401248996.0,2020.0,8.0,San Diego State,34.0,UNLV,6.0,True,2
400603888.0,2015.0,8.0,LSU,48.0,Western Kentucky,20.0,True,2
400935263.0,2017.0,2.0,BYU,13.0,Utah,19.0,False,2
400944887.0,2017.0,14.0,Georgia State,10.0,Idaho,24.0,False,2
401121954.0,2019.0,8.0,Arkansas State,20.0,Louisiana,37.0,False,2
401020759.0,2018.0,7.0,Eastern Michigan,28.0,Toledo,26.0,True,2
401114307.0,2019.0,11.0,Old Dominion,23.0,UT San Antonio,24.0,False,2
401114173.0,2019.0,13.0,Arizona,7.0,Utah,35.0,False,2
401012295.0,2018.0,5.0,Georgia,38.0,Tennessee,12.0,True,2
401112218.0,2019.0,9.0,Michigan State,7.0,Penn State,28.0,False,2
401110722.0,2019.0,1.0,Auburn,27.0,Oregon,21.0,True,2
401114248.0,2019.0,2.0,Florida International,14.0,Western Kentucky,20.0,False,2
400869442.0,2016.0,3.0,Oklahoma State,45.0,Pittsburgh,38.0,True,2
401119282.0,2019.0,8.0,Bowling Green,20.0,Central Michigan,38.0,False,2
400757029.0,2015.0,3.0,Fresno State,24.0,Utah,45.0,False,2
401012285.0,2018.0,4.0,Auburn,34.0,Arkansas,3.0,True,2
400764906.0,2015.0,10.0,Tulsa,45.0,UCF,30.0,True,2
