id,season,home_team_x,home_points,away_team_x,away_points
400764886.0,2015.0,BYU,38.0,Cincinnati,24.0
400790882.0,2015.0,Utah State,52.0,Boise State,26.0
400790882.0,2015.0,Utah State,52.0,Boise State,26.0
400763628.0,2015.0,Middle Tennessee,42.0,Florida International,34.0
400763628.0,2015.0,Middle Tennessee,42.0,Florida International,34.0
400787330.0,2015.0,Toledo,63.0,Eastern Michigan,20.0
400787330.0,2015.0,Toledo,63.0,Eastern Michigan,20.0
400603895.0,2015.0,Mississippi State,45.0,Louisiana Tech,20.0
400603895.0,2015.0,Mississippi State,45.0,Louisiana Tech,20.0
400603894.0,2015.0,Memphis,37.0,Ole Miss,24.0
400603894.0,2015.0,Memphis,37.0,Ole Miss,24.0
400756954.0,2015.0,Florida State,41.0,Louisville,21.0
400756954.0,2015.0,Florida State,41.0,Louisville,21.0
400763546.0,2015.0,Wisconsin,24.0,Purdue,7.0
400763546.0,2015.0,Wisconsin,24.0,Purdue,7.0
400764888.0,2015.0,East Carolina,30.0,Tulsa,17.0
400764888.0,2015.0,East Carolina,30.0,Tulsa,17.0
400763437.0,2015.0,Baylor,62.0,West Virginia,38.0
400763437.0,2015.0,Baylor,62.0,West Virginia,38.0
400787332.0,2015.0,Central Michigan,51.0,Buffalo,14.0
400787332.0,2015.0,Central Michigan,51.0,Buffalo,14.0
400787331.0,2015.0,Bowling Green,59.0,Akron,10.0
400787331.0,2015.0,Bowling Green,59.0,Akron,10.0
400756958.0,2015.0,Virginia,44.0,Syracuse,38.0
400756958.0,2015.0,Virginia,44.0,Syracuse,38.0
400763630.0,2015.0,Old Dominion,37.0,Charlotte,34.0
400763630.0,2015.0,Old Dominion,37.0,Charlotte,34.0
400756956.0,2015.0,Miami,30.0,Virginia Tech,20.0
400756956.0,2015.0,Miami,30.0,Virginia Tech,20.0
400603896.0,2015.0,South Carolina,19.0,Vanderbilt,10.0
400603896.0,2015.0,South Carolina,19.0,Vanderbilt,10.0
400787264.0,2015.0,Wyoming,28.0,Nevada,21.0
400787264.0,2015.0,Wyoming,28.0,Nevada,21.0
400757055.0,2015.0,Washington State,52.0,Oregon State,31.0
400757055.0,2015.0,Washington State,52.0,Oregon State,31.0
400787452.0,2015.0,Georgia Southern,56.0,New Mexico State,26.0
400787452.0,2015.0,Georgia Southern,56.0,New Mexico State,26.0
400756957.0,2015.0,North Carolina,50.0,Wake Forest,14.0
400756957.0,2015.0,North Carolina,50.0,Wake Forest,14.0
400756953.0,2015.0,Clemson,34.0,Boston College,17.0
400756953.0,2015.0,Clemson,34.0,Boston College,17.0
400787262.0,2015.0,New Mexico,28.0,Hawai'i,27.0
400787262.0,2015.0,New Mexico,28.0,Hawai'i,27.0
400603893.0,2015.0,LSU,35.0,Florida,28.0
400603893.0,2015.0,LSU,35.0,Florida,28.0
400763631.0,2015.0,Southern Mississippi,32.0,UT San Antonio,10.0
