id,season,week,start_date,venue,home_team,home_points,away_team,away_conference,away_points
401013357,2018,1,2018-08-25T21:30:00.000Z,Warren McGuirk Alumni Stadium,UMass,63.0,Duquesne,NEC,15.0
401030241,2018,1,2018-08-25T23:00:00.000Z,Cramton Bowl,Jacksonville State,17.0,North Carolina A&T,MEAC,20.0
401014972,2018,1,2018-08-25T23:00:00.000Z,Rice Stadium,Rice,31.0,Prairie View,SWAC,28.0
401022510,2018,1,2018-08-25T23:30:00.000Z,Canvas Stadium,Colorado State,34.0,Hawai'i,Mountain West,43.0
401013437,2018,1,2018-08-26T02:00:00.000Z,Aggie Memorial Stadium,New Mexico State,7.0,Wyoming,Mountain West,29.0
401030567,2018,1,2018-08-30T22:00:00.000Z,Wagner College Stadium,Wagner,40.0,Bowie State,CIAA,23.0
401030097,2018,1,2018-08-30T23:00:00.000Z,Memorial Stadium,Indiana State,49.0,Quincy,Great Lakes,0.0
401030159,2018,1,2018-08-30T23:00:00.000Z,Roy Stewart Stadium,Murray State,10.0,Southern Illinois,MVFC,49.0
401030234,2018,1,2018-08-30T23:00:00.000Z,Roy Kidd Stadium,Eastern Kentucky,49.0,Morehead State,Pioneer,23.0
401030248,2018,1,2018-08-30T23:00:00.000Z,Finley Stadium,Chattanooga,34.0,Tennessee Tech,OVC,10.0
401013328,2018,1,2018-08-30T23:00:00.000Z,TCF Bank Stadium,Minnesota,48.0,New Mexico State,FBS Independents,10.0
401029895,2018,1,2018-08-30T23:00:00.000Z,Delaware Stadium,Delaware,19.0,Rhode Island,CAA,21.0
401029921,2018,1,2018-08-30T23:00:00.000Z,Alfond Stadium,Maine,35.0,New Hampshire,CAA,7.0
401029968,2018,1,2018-08-30T23:00:00.000Z,Barker-Lane Stadium,Campbell,49.0,Chowan,CIAA,26.0
401020671,2018,1,2018-08-30T23:00:00.000Z,Scheumann Stadium,Ball State,42.0,Central Connecticut,NEC,6.0
401021651,2018,1,2018-08-30T23:00:00.000Z,Georgia State Stadium,Georgia State,24.0,Kennesaw State,Big South,20.0
401019470,2018,1,2018-08-30T23:00:00.000Z,Rentschler Field,Connecticut,17.0,UCF,American Athletic,56.0
401030318,2018,1,2018-08-30T23:30:00.000Z,Seibert Stadium,Samford,66.0,Shorter,Gulf South,9.0
401030402,2018,1,2018-08-30T23:30:00.000Z,Alerus Center,North Dakota,35.0,Mississippi Valley State,SWAC,7.0
401013489,2018,1,2018-08-31T00:00:00.000Z,Boone Pickens Stadium,Oklahoma State,58.0,Missouri State,MVFC,17.0
401014979,2018,1,2018-08-31T00:00:00.000Z,Legion Field,UAB,52.0,Savannah State,MEAC,0.0
401012675,2018,1,2018-08-31T00:00:00.000Z,Rice-Eccles Stadium,Utah,41.0,Weber State,Big Sky,10.0
401013342,2018,1,2018-08-31T00:00:00.000Z,Ross-Ade Stadium,Purdue,27.0,Northwestern,Big Ten,31.0
401021655,2018,1,2018-08-31T00:00:00.000Z,Malone Stadium,Louisiana Monroe,34.0,Southeastern Louisiana,Southland,31.0
401013086,2018,1,2018-08-31T00:00:00.000Z,Benson Field at Yulman Stadium,Tulane,17.0,Wake Forest,ACC,23.0
401012258,2018,1,2018-08-31T00:30:00.000Z,Kyle Field,Texas A&M,59.0,Northwestern State,Southland,7.0
401030172,2018,1,2018-08-31T01:00:00.000Z,Bobcat Stadium,Montana State,26.0,Western Illinois,MVFC,23.0
401022511,2018,1,2018-08-31T02:00:00.000Z,Spartan Stadium,San José State,38.0,UC Davis,Big Sky,44.0
401020673,2018,1,2018-08-31T22:00:00.000Z,Waldo Stadium,Western Michigan,42.0,Syracuse,ACC,55.0
401020672,2018,1,2018-08-31T22:30:00.000Z,Rynearson Stadium,Eastern Michigan,51.0,Monmouth,Big South,17.0
401012880,2018,1,2018-08-31T23:00:00.000Z,Spartan Stadium,Michigan State,38.0,Utah State,Mountain West,31.0
401013089,2018,1,2018-08-31T23:00:00.000Z,Wallace Wade Stadium,Duke,34.0,Army,FBS Independents,14.0
401030323,2018,1,2018-09-01T00:35:00.000Z,Holt Arena,Idaho State,45.0,Western State,Rocky Mountain,10.0
401022517,2018,1,2018-09-01T01:00:00.000Z,Mackay Stadium,Nevada,72.0,Portland State,Big Sky,19.0
401022512,2018,1,2018-09-01T01:00:00.000Z,Stanford Stadium,Stanford,31.0,San Diego State,Mountain West,10.0
401013354,2018,1,2018-09-01T01:00:00.000Z,Camp Randall Stadium,Wisconsin,34.0,Western Kentucky,Conference USA,3.0
401012680,2018,1,2018-09-01T01:30:00.000Z,Sports Authority Field at Mile High,Colorado State,13.0,Colorado,Pac-12,45.0
401014977,2018,1,2018-09-01T16:00:00.000Z,Rice Stadium,Rice,27.0,Houston,American Athletic,45.0
401012820,2018,1,2018-09-01T16:00:00.000Z,High Point Solutions Stadium,Rutgers,35.0,Texas State,Sun Belt,7.0
401012256,2018,1,2018-09-01T16:00:00.000Z,Williams-Brice Stadium,South Carolina,49.0,Coastal Carolina,Sun Belt,15.0
401019473,2018,1,2018-09-01T16:00:00.000Z,Lincoln Financial Field,Temple,17.0,Villanova,CAA,19.0
401013072,2018,1,2018-09-01T16:00:00.000Z,Amon G. Carter Stadium,TCU,55.0,Southern,SWAC,7.0
401013091,2018,1,2018-09-01T16:00:00.000Z,Carter-Finley Stadium,NC State,24.0,James Madison,CAA,13.0
401013065,2018,1,2018-09-01T16:00:00.000Z,Gaylord Family Oklahoma Memorial Stadium,Oklahoma,63.0,Florida Atlantic,Conference USA,14.0
401012872,2018,1,2018-09-01T16:00:00.000Z,FedEx Field,Maryland,34.0,Texas,Big 12,29.0
401012682,2018,1,2018-09-01T16:00:00.000Z,Ohio Stadium,Ohio State,77.0,Oregon State,Pac-12,31.0
401012253,2018,1,2018-09-01T16:00:00.000Z,NRG Stadium,Texas Tech,27.0,Ole Miss,SEC,47.0
401012804,2018,1,2018-09-01T16:00:00.000Z,Memorial Stadium,Illinois,31.0,Kent State,Mid-American,24.0
401013088,2018,1,2018-09-01T16:20:00.000Z,Memorial Stadium,Clemson,48.0,Furman,Southern,7.0
401013090,2018,1,2018-09-01T16:30:00.000Z,Bobby Dodd Stadium at Historic Grant Field,Georgia Tech,41.0,Alcorn State,SWAC,0.0
401030355,2018,1,2018-09-01T16:30:00.000Z,Goodman Stadium,Lehigh,21.0,St Francis (PA),NEC,19.0
401030595,2018,1,2018-09-01T17:00:00.000Z,Leonidoff Field,Marist,14.0,Georgetown,Patriot,39.0
401030574,2018,1,2018-09-01T17:00:00.000Z,Welcome Stadium,Dayton,49.0,Robert Morris,NEC,28.0
401030589,2018,1,2018-09-01T17:00:00.000Z,D. B. Milne Field,Jacksonville,63.0,St. Augustine's,CIAA,14.0
401029889,2018,1,2018-09-01T17:00:00.000Z,Andy Kerr Stadium,Colgate,24.0,Holy Cross,Patriot,17.0
401013087,2018,1,2018-09-01T17:00:00.000Z,Alumni Stadium,Boston College,55.0,UMass,FBS Independents,21.0
401020675,2018,1,2018-09-01T18:00:00.000Z,Peden Stadium,Ohio,38.0,Howard,MEAC,32.0
401030551,2018,1,2018-09-01T18:00:00.000Z,Arthur J. Rooney Athletic Field,Duquesne,45.0,Lock Haven,Pennsylvania State Athletic,0.0
401022514,2018,1,2018-09-01T18:00:00.000Z,Falcon Stadium,Air Force,38.0,Stony Brook,CAA,0.0
401030183,2018,1,2018-09-01T18:00:00.000Z,Stambaugh Stadium,Youngstown State,21.0,Butler,Pioneer,23.0
401030536,2018,1,2018-09-01T19:00:00.000Z,Bulldog Stadium,Bryant,41.0,New Haven,Northeast 10,31.0
401029744,2018,1,2018-09-01T19:30:00.000Z,Fargodome,North Dakota State,49.0,Cal Poly,Big Sky,3.0
401012248,2018,1,2018-09-01T19:30:00.000Z,Mercedes-Benz Stadium,Auburn,21.0,Washington,Pac-12,16.0
401012683,2018,1,2018-09-01T19:30:00.000Z,War Memorial Stadium,Wyoming,19.0,Washington State,Pac-12,41.0
401012257,2018,1,2018-09-01T19:30:00.000Z,Bank of America Stadium,Tennessee,14.0,West Virginia,Big 12,40.0
401012250,2018,1,2018-09-01T19:30:00.000Z,Sanford Stadium,Georgia,45.0,Austin Peay,OVC,0.0
401013092,2018,1,2018-09-01T19:30:00.000Z,Heinz Field,Pittsburgh,33.0,Albany,CAA,7.0
401013349,2018,1,2018-09-01T19:30:00.000Z,Beaver Stadium,Penn State,45.0,Appalachian State,Sun Belt,38.0
401012251,2018,1,2018-09-01T19:30:00.000Z,Commonwealth Stadium,Kentucky,35.0,Central Michigan,Mid-American,20.0
401012862,2018,1,2018-09-01T19:40:00.000Z,Kinnick Stadium,Iowa,33.0,Northern Illinois,Mid-American,7.0
401012684,2018,1,2018-09-01T20:00:00.000Z,California Memorial Stadium,California,24.0,North Carolina,ACC,17.0
401012255,2018,1,2018-09-01T20:00:00.000Z,Faurot Field,Missouri,51.0,UT Martin,OVC,14.0
401012247,2018,1,2018-09-01T20:00:00.000Z,Donald W. Reynolds Razorback Stadium Frank Broyles Field,Arkansas,55.0,Eastern Illinois,OVC,20.0
401012678,2018,1,2018-09-01T20:00:00.000Z,Los Angeles Memorial Coliseum,USC,43.0,UNLV,Mountain West,21.0
401030208,2018,1,2018-09-01T20:00:00.000Z,Nottingham Field,Northern Colorado,14.0,McNeese,Southland,17.0
401037010,2018,1,2018-09-01T20:05:00.000Z,Roos Field,Eastern Washington,58.0,Central Washington,Great Northwest,13.0
401030506,2018,1,2018-09-01T21:00:00.000Z,Bragg Memorial Stadium,Florida A&M,41.0,Fort Valley State,SIAC,7.0
401030604,2018,1,2018-09-01T21:00:00.000Z,Torero Stadium,San Diego,38.0,Western New Mexico,Lone Star,9.0
401021653,2018,1,2018-09-01T22:00:00.000Z,Paulson Stadium,Georgia Southern,37.0,South Carolina State,MEAC,6.0
401014973,2018,1,2018-09-01T22:00:00.000Z,Jerry Richardson Stadium,Charlotte,34.0,Fordham,Patriot,10.0
401030519,2018,1,2018-09-01T22:00:00.000Z,"William Dick"""" Price Stadium""""",Norfolk State,34.0,Virginia State,CIAA,13.0
401013448,2018,1,2018-09-01T22:00:00.000Z,Williams Stadium,Liberty,52.0,Old Dominion,Conference USA,10.0
401014975,2018,1,2018-09-01T22:00:00.000Z,Yager Stadium,Miami (OH),28.0,Marshall,Conference USA,35.0
401021656,2018,1,2018-09-01T22:00:00.000Z,Veterans Memorial Stadium,Troy,20.0,Boise State,Mountain West,56.0
401020674,2018,1,2018-09-01T22:00:00.000Z,UB Stadium,Buffalo,48.0,Delaware State,MEAC,10.0
401013094,2018,1,2018-09-01T22:00:00.000Z,Scott Stadium,Virginia,42.0,Richmond,CAA,13.0
401019472,2018,1,2018-09-01T22:00:00.000Z,Raymond James Stadium,South Florida,34.0,Elon,CAA,14.0
401030266,2018,1,2018-09-01T22:00:00.000Z,Gibbs Stadium,Wofford,28.0,The Citadel,Southern,21.0
401029986,2018,1,2018-09-01T22:00:00.000Z,Ernest W. Spangler Stadium,Gardner-Webb,52.0,Limestone,South Atlantic,17.0
401034100,2018,1,2018-09-01T22:00:00.000Z,Armstrong Stadium,Hampton,38.0,Shaw,CIAA,10.0
401030321,2018,1,2018-09-01T22:00:00.000Z,E. J. Whitmire Stadium,Western Carolina,33.0,Newberry,South Atlantic,26.0
401029879,2018,1,2018-09-01T22:00:00.000Z,Christy Mathewson-Memorial Stadium,Bucknell,7.0,William & Mary,CAA,14.0
401030351,2018,1,2018-09-01T22:00:00.000Z,Campus Field,Sacred Heart,35.0,Lafayette,Patriot,6.0
401030286,2018,1,2018-09-01T23:00:00.000Z,Nissan Stadium,Tennessee State,34.0,Bethune-Cookman,MEAC,3.0
401030175,2018,1,2018-09-01T23:00:00.000Z,Husky Stadium,Houston Christian,49.0,Southwest Baptist,Great Lakes,7.0
401012851,2018,1,2018-09-01T23:00:00.000Z,FIU Stadium,Florida International,28.0,Indiana,Big Ten,38.0
401012679,2018,1,2018-09-01T23:00:00.000Z,Rose Bowl,UCLA,17.0,Cincinnati,American Athletic,26.0
401029961,2018,1,2018-09-01T23:00:00.000Z,Hughes Stadium,Morgan State,10.0,Towson,CAA,36.0
401019474,2018,1,2018-09-01T23:00:00.000Z,Liberty Bowl Memorial Stadium,Memphis,66.0,Mercer,Southern,14.0
401021654,2018,1,2018-09-01T23:00:00.000Z,Cajun Field,Louisiana,49.0,Grambling,SWAC,17.0
401019476,2018,1,2018-09-01T23:00:00.000Z,Skelly Field at H. A. Chapman Stadium,Tulsa,38.0,Central Arkansas,Southland,27.0
401021652,2018,1,2018-09-01T23:00:00.000Z,Centennial Bank Stadium,Arkansas State,48.0,Southeast Missouri State,OVC,21.0
401013057,2018,1,2018-09-01T23:00:00.000Z,Bill Snyder Family Football Stadium,Kansas State,27.0,South Dakota,MVFC,24.0
401013048,2018,1,2018-09-01T23:00:00.000Z,Memorial Stadium,Kansas,23.0,Nicholls,Southland,26.0
401014978,2018,1,2018-09-01T23:00:00.000Z,M. M. Roberts Stadium,Southern Mississippi,55.0,Jackson State,SWAC,7.0
401014974,2018,1,2018-09-01T23:00:00.000Z,Ladd Peebles Stadium,South Alabama,26.0,Louisiana Tech,Conference USA,30.0
401030366,2018,1,2018-09-01T23:00:00.000Z,Richardson Stadium,Davidson,34.0,Brevard College,USA South,13.0
401020676,2018,1,2018-09-01T23:00:00.000Z,Glass Bowl,Toledo,66.0,VMI,Southern,3.0
401014980,2018,1,2018-09-01T23:30:00.000Z,Sun Bowl Stadium,UTEP,10.0,Northern Arizona,Big Sky,30.0
401012249,2018,1,2018-09-01T23:30:00.000Z,Ben Hill Griffin Stadium,Florida,53.0,Charleston Southern,Big South,6.0
401012888,2018,1,2018-09-01T23:30:00.000Z,Notre Dame Stadium,Notre Dame,24.0,Michigan,Big Ten,17.0
401012254,2018,1,2018-09-01T23:30:00.000Z,Davis Wade Stadium,Mississippi State,63.0,Stephen F. Austin,Southland,6.0
401014976,2018,1,2018-09-01T23:30:00.000Z,Apogee Stadium,North Texas,46.0,SMU,American Athletic,23.0
401012259,2018,1,2018-09-01T23:30:00.000Z,Vanderbilt Stadium,Vanderbilt,35.0,Middle Tennessee,Conference USA,7.0
401038410,2018,1,2018-09-01T23:30:00.000Z,William B. Greene Jr. Stadium,East Tennessee State,28.0,Mars Hill,South Atlantic,7.0
401030430,2018,1,2018-09-02T00:00:00.000Z,Eccles Coliseum,Southern Utah,30.0,North Alabama,FCS Independents,34.0
401012681,2018,1,2018-09-02T00:00:00.000Z,Autzen Stadium,Oregon,58.0,Bowling Green,Mid-American,24.0
401012246,2018,1,2018-09-02T00:00:00.000Z,Camping World Stadium,Alabama,51.0,Louisville,ACC,14.0
401022515,2018,1,2018-09-02T00:00:00.000Z,University Stadium,New Mexico,62.0,Incarnate Word,Southland,30.0
401013026,2018,1,2018-09-02T00:00:00.000Z,McLane Stadium,Baylor,55.0,Abilene Christian,Southland,27.0
401030112,2018,1,2018-09-02T01:00:00.000Z,Washington-Grizzly Stadium,Montana,26.0,Northern Iowa,MVFC,23.0
401022516,2018,1,2018-09-02T02:00:00.000Z,Bulldog Stadium,Fresno State,79.0,Idaho,Big Sky,13.0
401012677,2018,1,2018-09-02T02:30:00.000Z,Sun Devil Stadium,Arizona State,49.0,UT San Antonio,Conference USA,7.0
401012676,2018,1,2018-09-02T02:45:00.000Z,Arizona Stadium,Arizona,23.0,BYU,FBS Independents,28.0
401019475,2018,1,2018-09-02T03:00:00.000Z,Aloha Stadium,Hawai'i,59.0,Navy,American Athletic,41.0
401021631,2018,1,2018-09-02T16:00:00.000Z,Georgia State Stadium,North Carolina Central,24.0,Prairie View,SWAC,40.0
401079833,2018,1,2018-09-02T19:30:00.000Z,Dowdy-Ficklen Stadium,East Carolina,23.0,North Carolina A&T,MEAC,28.0
401013095,2018,1,2018-09-02T23:30:00.000Z,AT&T Stadium,LSU,33.0,Miami,ACC,17.0
401013096,2018,1,2018-09-04T00:00:00.000Z,Bobby Bowden Field at Doak Campbell Stadium,Florida State,3.0,Virginia Tech,ACC,24.0
401030106,2018,2,2018-09-06T16:00:00.000Z,Plaster Sports Complex,Missouri State,52.0,Lincoln (MO),Great Lakes,24.0
401029994,2018,2,2018-09-06T23:00:00.000Z,Tucker Stadium,Tennessee Tech,10.0,Kennesaw State,Big South,49.0
401030545,2018,2,2018-09-07T22:00:00.000Z,Arute Field,Central Connecticut,55.0,Lincoln (PA),CIAA,0.0
401019477,2018,2,2018-09-08T00:00:00.000Z,Gerald J. Ford Stadium,SMU,12.0,TCU,Big 12,42.0
401013352,2018,2,2018-09-08T16:00:00.000Z,Ross-Ade Stadium,Purdue,19.0,Eastern Michigan,Mid-American,20.0
401012726,2018,2,2018-09-08T16:00:00.000Z,John O'Quinn Field at TDECU Stadium,Houston,45.0,Arizona,Pac-12,18.0
401013100,2018,2,2018-09-08T16:00:00.000Z,Raymond James Stadium,South Florida,49.0,Georgia Tech,ACC,38.0
401013367,2018,2,2018-09-08T16:00:00.000Z,Blaik Field at Michie Stadium,Army,38.0,Liberty,FBS Independents,14.0
401013098,2018,2,2018-09-08T16:00:00.000Z,Ryan Field,Northwestern,7.0,Duke,ACC,21.0
401013355,2018,2,2018-09-08T16:00:00.000Z,Camp Randall Stadium,Wisconsin,45.0,New Mexico,Mountain West,14.0
401030558,2018,2,2018-09-08T16:00:00.000Z,Joe Walton Stadium,Robert Morris,22.0,Virginia State,CIAA,19.0
401012889,2018,2,2018-09-08T16:00:00.000Z,Michigan Stadium,Michigan,49.0,Western Michigan,Mid-American,3.0
401012271,2018,2,2018-09-08T16:00:00.000Z,Vanderbilt Stadium,Vanderbilt,41.0,Nevada,Mountain West,10.0
401012266,2018,2,2018-09-08T16:00:00.000Z,Bill Snyder Family Football Stadium,Kansas State,10.0,Mississippi State,SEC,31.0
401013108,2018,2,2018-09-08T16:00:00.000Z,BB&T Field,Wake Forest,51.0,Towson,CAA,20.0
401030552,2018,2,2018-09-08T16:00:00.000Z,Arthur J. Rooney Athletic Field,Duquesne,23.0,Valparaiso,Pioneer,21.0
401030497,2018,2,2018-09-08T16:00:00.000Z,DeGol Field,St Francis (PA),45.0,Delaware State,MEAC,14.0
401013104,2018,2,2018-09-08T16:30:00.000Z,Carter-Finley Stadium,NC State,41.0,Georgia State,Sun Belt,7.0
401029969,2018,2,2018-09-08T16:30:00.000Z,Cooper Field,Georgetown,8.0,Campbell,Big South,13.0
401029965,2018,2,2018-09-08T16:30:00.000Z,Goodman Stadium,Lehigh,9.0,Villanova,CAA,31.0
401013097,2018,2,2018-09-08T17:00:00.000Z,Alumni Stadium,Boston College,62.0,Holy Cross,Patriot,14.0
401029805,2018,2,2018-09-08T17:00:00.000Z,Meade Stadium,Rhode Island,45.0,Albany,CAA,26.0
401012728,2018,2,2018-09-08T17:00:00.000Z,Gaylord Family Oklahoma Memorial Stadium,Oklahoma,49.0,UCLA,Pac-12,21.0
401012731,2018,2,2018-09-08T18:00:00.000Z,Autzen Stadium,Oregon,62.0,Portland State,Big Sky,14.0
401013107,2018,2,2018-09-08T18:00:00.000Z,Lane Stadium,Virginia Tech,62.0,William & Mary,CAA,17.0
401014983,2018,2,2018-09-08T18:00:00.000Z,FAU Stadium,Florida Atlantic,33.0,Air Force,Mountain West,26.0
401030282,2018,2,2018-09-08T18:00:00.000Z,Houck Stadium,Southeast Missouri State,40.0,Dayton,Pioneer,21.0
401013049,2018,2,2018-09-08T19:00:00.000Z,Kelly/Shorts Stadium,Central Michigan,7.0,Kansas,Big 12,31.0
401030118,2018,2,2018-09-08T19:00:00.000Z,DakotaDome,South Dakota,43.0,Northern Colorado,Big Sky,28.0
401029880,2018,2,2018-09-08T19:00:00.000Z,Christy Mathewson-Memorial Stadium,Bucknell,14.0,Sacred Heart,NEC,30.0
401030390,2018,2,2018-09-08T19:00:00.000Z,Washington-Grizzly Stadium,Montana,48.0,Drake,Pioneer,16.0
401030001,2018,2,2018-09-08T19:00:00.000Z,Kessler Stadium,Monmouth,56.0,Hampton,FCS Independents,28.0
401012729,2018,2,2018-09-08T19:30:00.000Z,Memorial Stadium,Nebraska,28.0,Colorado,Pac-12,33.0
401020678,2018,2,2018-09-08T19:30:00.000Z,Summa Field at InfoCision Stadium,Akron,41.0,Morgan State,MEAC,7.0
401019478,2018,2,2018-09-08T19:30:00.000Z,Lincoln Financial Field,Temple,29.0,Buffalo,Mid-American,36.0
401013377,2018,2,2018-09-08T19:30:00.000Z,Notre Dame Stadium,Notre Dame,24.0,Ball State,Mid-American,16.0
401013106,2018,2,2018-09-08T19:30:00.000Z,Carrier Dome,Syracuse,62.0,Wagner,NEC,10.0
401012268,2018,2,2018-09-08T19:30:00.000Z,Williams-Brice Stadium,South Carolina,17.0,Georgia,SEC,41.0
401012821,2018,2,2018-09-08T19:30:00.000Z,Ohio Stadium,Ohio State,52.0,Rutgers,Big Ten,3.0
401012260,2018,2,2018-09-08T19:30:00.000Z,Bryant Denny Stadium,Alabama,57.0,Arkansas State,Sun Belt,7.0
401019479,2018,2,2018-09-08T19:30:00.000Z,Navy-Marine Corps Memorial Stadium,Navy,22.0,Memphis,American Athletic,21.0
401020677,2018,2,2018-09-08T19:30:00.000Z,Dix Stadium,Kent State,54.0,Howard,MEAC,14.0
401029896,2018,2,2018-09-08T19:30:00.000Z,Delaware Stadium,Delaware,37.0,Lafayette,Patriot,0.0
401013103,2018,2,2018-09-08T19:30:00.000Z,Dowdy-Ficklen Stadium,East Carolina,41.0,North Carolina,ACC,19.0
401012265,2018,2,2018-09-08T20:00:00.000Z,Vaught-Hemingway Stadium,Ole Miss,76.0,Southern Illinois,MVFC,41.0
401012269,2018,2,2018-09-08T20:00:00.000Z,Neyland Stadium,Tennessee,59.0,East Tennessee State,Southern,3.0
401013322,2018,2,2018-09-08T20:00:00.000Z,Jones AT&T Stadium,Texas Tech,77.0,Lamar,Southland,0.0
401012733,2018,2,2018-09-08T21:00:00.000Z,Husky Stadium,Washington,45.0,North Dakota,FCS Independents,3.0
401012863,2018,2,2018-09-08T21:00:00.000Z,Kinnick Stadium,Iowa,13.0,Iowa State,Big 12,3.0
401030019,2018,2,2018-09-08T21:00:00.000Z,Kibbie Dome,Idaho,56.0,Western New Mexico,Lone Star,10.0
401013326,2018,2,2018-09-08T22:00:00.000Z,Mountaineer Field at Milan Puskar Stadium,West Virginia,52.0,Youngstown State,MVFC,17.0
401030276,2018,2,2018-09-08T22:00:00.000Z,Five Star Stadium at the Moye Complex,Mercer,45.0,Jacksonville,Pioneer,3.0
401012873,2018,2,2018-09-08T22:00:00.000Z,Doyt Perry Stadium,Bowling Green,14.0,Maryland,Big Ten,45.0
401019481,2018,2,2018-09-08T22:00:00.000Z,Bright House Networks Stadium,UCF,38.0,South Carolina State,MEAC,0.0
401030600,2018,2,2018-09-08T22:00:00.000Z,Jayne Stadium,Morehead State,48.0,Mount St. Joseph,Heartland,19.0
401030528,2018,2,2018-09-08T22:00:00.000Z,O'Kelly-Riddick Stadium,North Carolina Central,51.0,St. Augustine's,CIAA,14.0
401029903,2018,2,2018-09-08T22:00:00.000Z,Rhodes Stadium,Elon,45.0,Furman,Southern,7.0
401013358,2018,2,2018-09-08T22:00:00.000Z,Paulson Stadium,Georgia Southern,34.0,UMass,FBS Independents,13.0
401014981,2018,2,2018-09-08T22:00:00.000Z,Jerry Richardson Stadium,Charlotte,9.0,Appalachian State,Sun Belt,45.0
401030357,2018,2,2018-09-08T22:00:00.000Z,New Turner Stadium,Taylor,17.0,Butler,Pioneer,31.0
401029912,2018,2,2018-09-08T22:00:00.000Z,"William Dick"""" Price Stadium""""",Norfolk State,0.0,James Madison,CAA,17.0
401029930,2018,2,2018-09-08T22:00:00.000Z,Wildcat Stadium,New Hampshire,3.0,Colgate,Patriot,10.0
401029951,2018,2,2018-09-08T22:00:00.000Z,E. Claiborne Robins Stadium,Richmond,52.0,Fordham,Patriot,7.0
401029956,2018,2,2018-09-08T22:00:00.000Z,Kenneth P. LaValle Stadium,Stony Brook,50.0,Bryant,NEC,21.0
401029987,2018,2,2018-09-08T22:00:00.000Z,Aggie Stadium,North Carolina A&T,45.0,Gardner-Webb,Big South,6.0
401030249,2018,2,2018-09-08T22:00:00.000Z,Johnson Hagood Stadium,The Citadel,28.0,Chattanooga,Southern,29.0
401030258,2018,2,2018-09-08T22:00:00.000Z,Gibbs Stadium,Wofford,59.0,VMI,Southern,14.0
401013102,2018,2,2018-09-08T22:00:00.000Z,Hard Rock Stadium,Miami,77.0,Savannah State,MEAC,0.0
401014985,2018,2,2018-09-08T22:30:00.000Z,Joan C. Edwards Stadium,Marshall,32.0,Eastern Kentucky,OVC,16.0
401021658,2018,2,2018-09-08T23:00:00.000Z,Veterans Memorial Stadium,Troy,59.0,Florida A&M,MEAC,7.0
401014984,2018,2,2018-09-08T23:00:00.000Z,Joe Aillet Stadium,Louisiana Tech,54.0,Southern,SWAC,17.0
401012264,2018,2,2018-09-08T23:00:00.000Z,Tiger Stadium,LSU,31.0,Southeastern Louisiana,Southland,0.0
401012270,2018,2,2018-09-08T23:00:00.000Z,Kyle Field,Texas A&M,26.0,Clemson,ACC,28.0
401014990,2018,2,2018-09-08T23:00:00.000Z,Brooks Stadium,Coastal Carolina,47.0,UAB,Conference USA,24.0
401013027,2018,2,2018-09-08T23:00:00.000Z,Alamodome,UT San Antonio,20.0,Baylor,Big 12,37.0
401014989,2018,2,2018-09-08T23:00:00.000Z,M. M. Roberts Stadium,Southern Mississippi,20.0,Louisiana Monroe,Sun Belt,21.0
401012267,2018,2,2018-09-08T23:00:00.000Z,Faurot Field,Missouri,40.0,Wyoming,Mountain West,13.0
401030410,2018,2,2018-09-08T23:00:00.000Z,Walkup Skydome,Northern Arizona,26.0,Eastern Washington,Big Sky,31.0
401030367,2018,2,2018-09-08T23:00:00.000Z,Richardson Stadium,Davidson,49.0,Chowan,CIAA,28.0
401030242,2018,2,2018-09-08T23:00:00.000Z,JSU Stadium,Jacksonville State,71.0,Mississippi Valley State,SWAC,0.0
401030176,2018,2,2018-09-08T23:00:00.000Z,Husky Stadium,Houston Christian,34.0,McNeese,Southland,51.0
401030163,2018,2,2018-09-08T23:00:00.000Z,Estes Stadium,Central Arkansas,26.0,Murray State,OVC,13.0
401030155,2018,2,2018-09-08T23:00:00.000Z,Coughlin-Alumni Stadium,South Dakota State,45.0,Montana State,Big Sky,14.0
401030125,2018,2,2018-09-08T23:00:00.000Z,Wildcat Stadium (TX),Abilene Christian,41.0,Angelo State,Lone Star,24.0
401030005,2018,2,2018-09-08T23:00:00.000Z,Governors Stadium,Austin Peay,24.0,Presbyterian College,Big South,0.0
401021657,2018,2,2018-09-08T23:00:00.000Z,Jim Wacker Field at Bobcat Stadium,Texas State,36.0,Texas Southern,SWAC,20.0
401030225,2018,2,2018-09-08T23:00:00.000Z,Bowers Stadium,Sam Houston State,41.0,Prairie View,SWAC,32.0
401030454,2018,2,2018-09-08T23:00:00.000Z,Jack Spinks Stadium,Alcorn State,78.0,Louisiana College,American Southwest,0.0
401030438,2018,2,2018-09-08T23:00:00.000Z,Louis Crews Stadium,Alabama A&M,20.0,North Alabama,FCS Independents,25.0
401030214,2018,2,2018-09-08T23:00:00.000Z,Harry Turpin Stadium,Northwestern State,34.0,Grambling,SWAC,7.0
401014986,2018,2,2018-09-08T23:00:00.000Z,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,61.0,UT Martin,OVC,37.0
401013101,2018,2,2018-09-08T23:00:00.000Z,Papa John's Cardinal Stadium,Louisville,31.0,Indiana State,MVFC,7.0
401013099,2018,2,2018-09-08T23:20:00.000Z,Bobby Bowden Field at Doak Campbell Stadium,Florida State,36.0,Samford,Southern,26.0
401012730,2018,2,2018-09-08T23:30:00.000Z,Brigham Field at Huskie Stadium,Northern Illinois,6.0,Utah,Pac-12,17.0
